FG.,percent_3pt,percent_FT,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,StrengthOfSchedule,DRtg,NRtg,Pace,FTr,team_abbreviation_home,team_abbreviation_away,game_date,game_yearEnd,wl_home
0.447,0.331,0.721,34.1,11.1,45.1,22.3,7.5,6.6,15.4,20.5,105.1,-0.25,107.4,-3.0,92.7,0.297,BKN,BOS,2015-03-23 0:00,2015,0
0.442,0.352,0.783,36.6,13.3,47.7,22.8,6.6,6.2,13.5,22.6,107.5,-0.51,103.2,0.3,93.2,0.304,IND,HOU,2015-03-23 0:00,2015,0
0.459,0.353,0.757,36.3,12.5,48.8,23.2,6.7,5.2,14.3,19.5,102.7,-0.46,104.3,3.2,92.8,0.258,CHI,CHA,2015-03-23 0:00,2015,1
0.42,0.347,0.748,32.4,11.2,43.9,23.1,7.6,5.8,14.7,23.4,100.1,-0.18,110.0,-10.1,91.2,0.269,NYK,MEM,2015-03-23 0:00,2015,0
0.45,0.341,0.801,34.6,10.6,45.9,21.1,7.0,4.8,14.9,21.5,108.2,0.64,109.2,-3.9,95.4,0.225,SAC,PHI,2015-03-24 0:00,2015,1
0.439,0.344,0.756,34.3,11.3,48.0,23.1,8.1,4.9,14.9,20.3,103.5,-0.39,106.4,-1.1,92.8,0.266,DET,TOR,2015-03-24 0:00,2015,1
0.443,0.339,0.754,36.0,11.1,49.3,21.3,7.6,3.7,14.3,23.1,104.7,0.28,105.5,2.3,95.7,0.233,OKC,LAL,2015-03-24 0:00,2015,1
0.451,0.362,0.748,37.0,11.5,48.2,23.1,6.7,4.4,13.9,19.2,104.4,0.18,103.7,4.5,94.2,0.267,POR,GSW,2015-03-24 0:00,2015,0
0.456,0.363,0.741,32.9,11.0,44.2,24.7,10.1,5.0,15.8,23.2,103.9,-0.52,102.2,0.5,94.1,0.306,MIL,MIA,2015-03-24 0:00,2015,1
0.458,0.352,0.751,33.1,10.0,44.0,23.4,8.4,4.5,14.7,20.9,111.1,0.46,106.4,3.1,95.2,0.287,DAL,SAS,2015-03-24 0:00,2015,1
0.457,0.327,0.751,33.8,12.0,45.3,25.3,8.5,5.7,15.8,21.9,108.2,-0.56,104.5,0.2,95.8,0.263,BOS,MIA,2015-03-25 0:00,2015,0
0.468,0.339,0.78,34.5,12.5,45.8,23.3,9.2,4.9,16.9,20.5,108.5,0.38,102.2,3.5,92.0,0.256,MEM,CLE,2015-03-25 0:00,2015,0
0.462,0.36,0.742,36.0,10.3,47.0,25.3,7.7,4.8,15.5,21.9,103.7,-0.55,103.0,0.7,93.7,0.259,WAS,IND,2015-03-25 0:00,2015,0
0.452,0.325,0.76,33.3,11.1,46.0,22.5,8.1,4.2,14.3,23.6,105.3,0.48,108.2,-3.7,96.1,0.251,DEN,PHI,2015-03-25 0:00,2015,0
0.438,0.341,0.776,33.1,11.2,44.4,20.8,8.8,5.8,14.3,21.9,102.9,0.52,106.2,-0.9,96.3,0.309,PHX,SAC,2015-03-25 0:00,2015,0
0.42,0.343,0.748,35.3,12.2,48.6,22.0,8.4,4.8,14.6,21.3,100.1,0.49,104.9,0.2,90.4,0.269,UTA,POR,2015-03-25 0:00,2015,0
0.45,0.347,0.801,33.7,10.6,44.4,21.9,8.4,4.9,14.3,22.2,108.2,-0.15,107.7,-6.1,93.8,0.225,ORL,ATL,2015-03-25 0:00,2015,0
0.466,0.37,0.778,34.8,11.3,47.3,24.0,7.3,4.5,12.7,20.3,108.9,0.34,107.3,0.9,91.4,0.259,NOP,HOU,2015-03-25 0:00,2015,0
0.458,0.352,0.773,32.9,9.3,44.4,22.1,8.0,4.6,13.8,22.3,105.7,-0.62,107.7,3.3,92.8,0.276,TOR,CHI,2015-03-25 0:00,2015,0
0.455,0.318,0.787,36.2,11.2,46.9,21.5,6.5,6.2,13.5,19.4,111.0,-0.27,103.5,-3.4,93.0,0.295,CHA,BKN,2015-03-25 0:00,2015,0
0.432,0.347,0.703,32.4,11.5,43.9,23.1,7.6,5.0,15.1,23.4,105.3,-0.18,110.0,-10.1,91.2,0.288,NYK,LAC,2015-03-25 0:00,2015,0
0.451,0.332,0.748,30.9,12.4,43.1,22.7,8.6,4.4,14.7,20.2,104.4,0.79,112.2,-9.3,94.4,0.261,MIN,LAL,2015-03-25 0:00,2015,0
0.456,0.367,0.741,35.6,11.0,45.9,25.7,8.4,5.0,13.9,20.1,103.9,0.14,102.0,6.5,93.8,0.267,SAS,OKC,2015-03-25 0:00,2015,1
0.473,0.363,0.71,32.9,10.0,44.2,24.7,10.1,5.3,16.0,23.2,112.4,-0.52,102.2,0.5,94.1,0.306,MIL,IND,2015-03-26 0:00,2015,1
0.447,0.331,0.754,34.1,10.1,45.1,22.3,7.5,5.7,16.9,20.5,107.8,-0.25,107.4,-3.0,92.7,0.303,BKN,CLE,2015-03-27 0:00,2015,1
0.42,0.347,0.748,33.7,13.3,44.4,21.9,8.4,5.8,14.9,22.2,100.1,-0.15,107.7,-6.1,93.8,0.284,ORL,DET,2015-03-27 0:00,2015,0
0.444,0.341,0.715,33.1,10.6,44.4,20.8,8.8,5.1,15.4,21.9,107.0,0.52,106.2,-0.9,96.3,0.269,PHX,POR,2015-03-27 0:00,2015,0
0.462,0.32,0.742,32.1,12.0,44.5,21.3,10.0,4.9,15.2,22.5,103.7,-0.07,104.8,-9.3,95.7,0.312,PHI,LAC,2015-03-27 0:00,2015,0
0.428,0.325,0.769,33.3,11.1,46.0,22.5,8.1,5.1,14.7,23.6,99.9,0.48,108.2,-3.7,96.1,0.259,DEN,UTA,2015-03-27 0:00,2015,1
0.435,0.37,0.741,34.8,11.5,47.3,24.0,7.3,4.7,16.9,20.3,103.4,0.34,107.3,0.9,91.4,0.234,NOP,SAC,2015-03-27 0:00,2015,1
0.443,0.339,0.754,34.5,12.2,45.8,23.3,9.2,3.7,15.2,20.5,104.7,0.38,102.2,3.5,92.0,0.276,MEM,GSW,2015-03-27 0:00,2015,0
0.447,0.352,0.721,32.9,11.5,44.4,22.1,8.0,6.6,14.4,22.3,105.1,-0.62,107.7,3.3,92.8,0.233,TOR,LAL,2015-03-27 0:00,2015,1
0.438,0.367,0.776,35.6,13.3,45.9,25.7,8.4,4.2,15.1,20.1,102.9,0.14,102.0,6.5,93.8,0.297,SAS,DAL,2015-03-27 0:00,2015,1
0.45,0.347,0.801,32.4,12.2,43.9,23.1,7.6,4.8,13.0,23.4,108.2,-0.18,110.0,-10.1,91.2,0.309,NYK,BOS,2015-03-27 0:00,2015,0
0.459,0.348,0.757,32.9,11.3,45.0,22.8,9.8,5.2,16.2,22.6,102.7,0.38,103.4,3.6,96.5,0.225,HOU,MIN,2015-03-27 0:00,2015,1
0.453,0.38,0.729,33.8,11.2,43.1,27.3,9.6,4.1,16.9,18.9,101.6,-0.68,103.1,5.8,93.9,0.258,ATL,MIA,2015-03-27 0:00,2015,1
0.478,0.36,0.768,36.0,10.6,47.0,25.3,7.7,6.1,14.7,21.9,111.6,-0.55,103.0,0.7,93.7,0.23,WAS,CHA,2015-03-27 0:00,2015,1
0.458,0.343,0.751,35.3,10.6,48.6,22.0,8.4,4.5,16.0,21.3,111.1,0.49,104.9,0.2,90.4,0.239,UTA,OKC,2015-03-28 0:00,2015,1
0.463,0.353,0.752,36.3,12.0,48.8,23.2,6.7,4.7,14.6,19.5,109.5,-0.46,104.3,3.2,92.8,0.287,CHI,NYK,2015-03-28 0:00,2015,1
0.458,0.363,0.773,32.9,10.9,44.2,24.7,10.1,4.5,14.3,23.2,105.7,-0.52,102.2,0.5,94.1,0.262,MIL,GSW,2015-03-28 0:00,2015,0
0.451,0.318,0.748,36.2,11.2,46.9,21.5,6.5,4.4,14.7,19.4,104.4,-0.27,103.5,-3.4,93.0,0.276,CHA,ATL,2015-03-28 0:00,2015,1
0.442,0.362,0.783,37.0,11.0,48.2,23.1,6.7,6.2,12.7,19.2,107.5,0.18,103.7,4.5,94.2,0.267,POR,DEN,2015-03-28 0:00,2015,1
0.439,0.352,0.756,36.6,12.5,47.7,22.8,6.6,4.9,15.8,22.6,103.5,-0.51,103.2,0.3,93.2,0.304,IND,DAL,2015-03-29 0:00,2015,1
0.443,0.327,0.754,33.8,11.1,45.3,25.3,8.5,3.7,14.3,21.9,104.7,-0.56,104.5,0.2,95.8,0.266,BOS,LAC,2015-03-29 0:00,2015,0
0.435,0.331,0.741,34.1,11.5,45.1,22.3,7.5,4.7,13.5,20.5,103.4,-0.25,107.4,-3.0,92.7,0.233,BKN,LAL,2015-03-29 0:00,2015,1
0.462,0.335,0.742,32.9,12.2,42.9,21.8,8.6,4.9,14.3,21.9,103.7,-0.32,106.7,-2.8,90.9,0.276,MIA,DET,2015-03-29 0:00,2015,1
0.468,0.367,0.78,34.3,11.1,46.3,23.8,7.9,5.7,16.2,19.8,108.5,-0.4,106.3,4.8,92.3,0.259,CLE,PHI,2015-03-29 0:00,2015,1
0.438,0.37,0.776,34.8,10.3,47.3,24.0,7.3,4.2,14.7,20.3,102.9,0.34,107.3,0.9,91.4,0.256,NOP,MIN,2015-03-29 0:00,2015,1
0.455,0.367,0.762,35.6,12.2,45.9,25.7,8.4,4.1,14.6,20.1,105.3,0.14,102.0,6.5,93.8,0.309,SAS,MEM,2015-03-29 0:00,2015,1
0.452,0.36,0.76,36.0,11.3,47.0,25.3,7.7,4.8,17.1,21.9,105.3,-0.55,103.0,0.7,93.7,0.251,WAS,HOU,2015-03-29 0:00,2015,0
0.432,0.341,0.703,33.1,11.2,44.4,20.8,8.8,5.0,16.0,21.9,105.3,0.52,106.2,-0.9,96.3,0.261,PHX,OKC,2015-03-29 0:00,2015,0
0.458,0.332,0.773,30.9,11.2,43.1,22.7,8.6,4.5,15.2,20.2,105.7,0.79,112.2,-9.3,94.4,0.276,MIN,UTA,2015-03-30 0:00,2015,0
0.433,0.318,0.734,36.2,12.7,46.9,21.5,6.5,4.6,15.1,19.4,104.5,-0.27,103.5,-3.4,93.0,0.278,CHA,BOS,2015-03-30 0:00,2015,0
0.45,0.362,0.801,37.0,11.3,48.2,23.1,6.7,4.8,14.4,19.2,108.2,0.18,103.7,4.5,94.2,0.225,POR,PHX,2015-03-30 0:00,2015,1
0.42,0.38,0.748,33.8,10.6,43.1,27.3,9.6,5.8,13.9,18.9,100.1,-0.68,103.1,5.8,93.9,0.269,ATL,MIL,2015-03-30 0:00,2015,1
0.459,0.339,0.757,34.5,11.2,45.8,23.3,9.2,5.2,14.3,20.5,102.7,0.38,102.2,3.5,92.0,0.258,MEM,SAC,2015-03-30 0:00,2015,1
0.455,0.352,0.787,32.9,11.5,44.4,22.1,8.0,4.6,16.9,22.3,111.0,-0.62,107.7,3.3,92.8,0.295,TOR,HOU,2015-03-30 0:00,2015,1
0.463,0.32,0.752,32.1,10.9,44.5,21.3,10.0,4.7,14.7,22.5,109.5,-0.07,104.8,-9.3,95.7,0.262,PHI,LAL,2015-03-30 0:00,2015,0
0.466,0.344,0.778,34.3,9.3,48.0,23.1,8.1,4.9,15.4,20.3,108.9,-0.39,106.4,-1.1,92.8,0.259,DET,ATL,2015-03-31 0:00,2015,1
0.468,0.331,0.78,34.1,10.3,45.1,22.3,7.5,5.7,15.8,20.5,108.5,-0.25,107.4,-3.0,92.7,0.256,BKN,IND,2015-03-31 0:00,2015,1
0.435,0.335,0.741,32.9,12.2,42.9,21.8,8.6,4.7,14.3,21.9,103.4,-0.32,106.7,-2.8,90.9,0.276,MIA,SAS,2015-03-31 0:00,2015,0
0.428,0.376,0.769,34.8,11.5,44.9,26.1,8.2,5.1,14.7,22.5,99.9,0.22,105.5,6.9,94.7,0.234,LAC,GSW,2015-03-31 0:00,2015,0
0.455,0.339,0.762,36.0,11.3,49.3,21.3,7.6,4.1,13.0,23.1,105.3,0.28,105.5,2.3,95.7,0.266,OKC,DAL,2015-04-01 0:00,2015,0
0.439,0.318,0.756,36.2,11.1,46.9,21.5,6.5,4.9,15.8,19.4,103.5,-0.27,103.5,-3.4,93.0,0.287,CHA,DET,2015-04-01 0:00,2015,1
0.458,0.348,0.751,32.9,12.0,45.0,22.8,9.8,4.5,14.9,22.6,111.1,0.38,103.4,3.6,96.5,0.284,HOU,SAC,2015-04-01 0:00,2015,1
0.447,0.36,0.754,36.0,13.3,47.0,25.3,7.7,5.7,16.2,21.9,107.8,-0.55,103.0,0.7,93.7,0.267,WAS,PHI,2015-04-01 0:00,2015,1
0.451,0.347,0.748,32.4,11.0,43.9,23.1,7.6,4.4,17.1,23.4,104.4,-0.18,110.0,-10.1,91.2,0.284,NYK,BKN,2015-04-01 0:00,2015,0
0.455,0.344,0.762,33.9,11.3,46.1,22.0,7.4,4.1,14.3,22.3,105.3,0.67,110.6,-7.2,94.0,0.263,LAL,NOP,2015-04-01 0:00,2015,0
0.447,0.327,0.754,33.8,13.3,45.3,25.3,8.5,5.7,14.7,21.9,107.8,-0.56,104.5,0.2,95.8,0.259,BOS,IND,2015-04-01 0:00,2015,1
0.457,0.343,0.751,35.3,12.5,48.6,22.0,8.4,4.9,13.9,21.3,108.2,0.49,104.9,0.2,90.4,0.303,UTA,DEN,2015-04-01 0:00,2015,1
0.466,0.332,0.778,30.9,9.3,43.1,22.7,8.6,5.3,14.3,20.2,108.9,0.79,112.2,-9.3,94.4,0.306,MIN,TOR,2015-04-01 0:00,2015,0
0.473,0.362,0.71,37.0,10.1,48.2,23.1,6.7,5.0,15.8,19.2,112.4,0.18,103.7,4.5,94.2,0.297,POR,LAC,2015-04-01 0:00,2015,0
0.456,0.363,0.741,32.9,10.0,44.2,24.7,10.1,6.6,14.9,23.2,103.9,-0.52,102.2,0.5,94.1,0.256,MIL,CHI,2015-04-01 0:00,2015,1
0.447,0.347,0.721,33.7,13.3,44.4,21.9,8.4,5.7,14.6,22.2,105.1,-0.15,107.7,-6.1,93.8,0.234,ORL,SAS,2015-04-01 0:00,2015,0
0.468,0.398,0.78,34.8,10.3,45.4,27.8,9.4,5.1,12.7,20.2,108.5,-0.09,101.4,10.2,98.3,0.278,GSW,PHX,2015-04-02 0:00,2015,1
0.428,0.367,0.769,34.3,11.5,46.3,23.8,7.9,4.6,14.7,19.8,99.9,-0.4,106.3,4.8,92.3,0.225,CLE,MIA,2015-04-02 0:00,2015,1
0.433,0.352,0.734,33.1,12.7,44.0,23.4,8.4,4.8,15.1,20.9,104.5,0.46,106.4,3.1,95.2,0.267,DAL,HOU,2015-04-02 0:00,2015,0
0.45,0.339,0.801,34.5,11.3,45.8,23.3,9.2,4.4,14.7,20.5,108.2,0.38,102.2,3.5,92.0,0.258,MEM,OKC,2015-04-03 0:00,2015,1
0.451,0.331,0.748,34.1,11.0,45.1,22.3,7.5,5.2,15.4,20.5,104.4,-0.25,107.4,-3.0,92.7,0.269,BKN,TOR,2015-04-03 0:00,2015,1
0.459,0.353,0.757,36.3,11.2,48.8,23.2,6.7,5.8,13.0,19.5,102.7,-0.46,104.3,3.2,92.8,0.23,CHI,DET,2015-04-03 0:00,2015,1
0.42,0.352,0.748,36.6,10.6,47.7,22.8,6.6,4.1,16.9,22.6,100.1,-0.51,103.2,0.3,93.2,0.261,IND,CHA,2015-04-03 0:00,2015,1
0.453,0.327,0.729,33.8,10.6,45.3,25.3,8.5,5.0,16.2,21.9,101.6,-0.56,104.5,0.2,95.8,0.262,BOS,MIL,2015-04-03 0:00,2015,0
0.432,0.344,0.703,33.9,10.9,46.1,22.0,7.4,4.7,15.2,22.3,105.3,0.67,110.6,-7.2,94.0,0.288,LAL,POR,2015-04-03 0:00,2015,0
0.463,0.36,0.752,36.0,12.4,47.0,25.3,7.7,6.2,15.8,21.9,109.5,-0.55,103.0,0.7,93.7,0.276,WAS,NYK,2015-04-03 0:00,2015,1
0.458,0.367,0.773,35.6,11.2,45.9,25.7,8.4,4.5,16.9,20.1,105.7,0.14,102.0,6.5,93.8,0.306,SAS,DEN,2015-04-03 0:00,2015,1
0.456,0.332,0.741,30.9,10.0,43.1,22.7,8.6,5.0,15.5,20.2,103.9,0.79,112.2,-9.3,94.4,0.239,MIN,ORL,2015-04-03 0:00,2015,0
0.478,0.341,0.768,34.6,10.6,45.9,21.1,7.0,6.1,14.9,21.5,111.6,0.64,109.2,-3.9,95.4,0.278,SAC,NOP,2015-04-03 0:00,2015,0
0.433,0.341,0.734,33.1,12.7,44.4,20.8,8.8,4.6,14.3,21.9,104.5,0.52,106.2,-0.9,96.3,0.312,PHX,UTA,2015-04-04 0:00,2015,1
0.444,0.344,0.715,34.3,12.0,48.0,23.1,8.1,5.1,16.0,20.3,107.0,-0.39,106.4,-1.1,92.8,0.234,DET,MIA,2015-04-04 0:00,2015,1
0.428,0.339,0.769,34.5,11.5,45.8,23.3,9.2,5.1,14.3,20.5,99.9,0.38,102.2,3.5,92.0,0.284,MEM,WAS,2015-04-04 0:00,2015,0
0.447,0.325,0.754,33.3,13.3,46.0,22.5,8.1,5.7,14.7,23.6,107.8,0.48,108.2,-3.7,96.1,0.259,DEN,LAC,2015-04-04 0:00,2015,0
0.466,0.362,0.778,37.0,9.3,48.2,23.1,6.7,4.9,15.4,19.2,108.9,0.18,103.7,4.5,94.2,0.263,POR,NOP,2015-04-04 0:00,2015,1
0.457,0.318,0.751,36.2,12.5,46.9,21.5,6.5,4.7,13.8,19.4,108.2,-0.27,103.5,-3.4,93.0,0.276,CHA,PHI,2015-04-04 0:00,2015,1
0.435,0.363,0.741,32.9,12.2,44.2,24.7,10.1,5.0,14.4,23.2,103.4,-0.52,102.2,0.5,94.1,0.261,MIL,ORL,2015-04-04 0:00,2015,0
0.432,0.352,0.703,32.9,13.3,44.4,22.1,8.0,6.6,14.9,22.3,105.3,-0.62,107.7,3.3,92.8,0.297,TOR,BOS,2015-04-04 0:00,2015,0
0.447,0.352,0.721,33.1,11.0,44.0,23.4,8.4,4.4,13.5,20.9,105.1,0.46,106.4,3.1,95.2,0.267,DAL,GSW,2015-04-04 0:00,2015,0
0.451,0.38,0.748,33.8,12.0,43.1,27.3,9.6,4.5,17.1,18.9,104.4,-0.68,103.1,5.8,93.9,0.287,ATL,BKN,2015-04-04 0:00,2015,1
0.458,0.367,0.751,35.6,10.6,45.9,25.7,8.4,4.1,13.9,20.1,111.1,0.14,102.0,6.5,93.8,0.23,SAS,GSW,2015-04-05 0:00,2015,1
0.453,0.344,0.729,33.9,11.3,46.1,22.0,7.4,4.8,14.7,22.3,101.6,0.67,110.6,-7.2,94.0,0.225,LAL,LAC,2015-04-05 0:00,2015,0
0.45,0.347,0.801,32.4,10.6,43.9,23.1,7.6,6.1,15.8,23.4,108.2,-0.18,110.0,-10.1,91.2,0.239,NYK,PHI,2015-04-05 0:00,2015,1
0.478,0.341,0.768,34.6,10.1,45.9,21.1,7.0,5.3,15.3,21.5,111.6,0.64,109.2,-3.9,95.4,0.303,SAC,UTA,2015-04-05 0:00,2015,0
0.473,0.352,0.71,36.6,10.6,47.7,22.8,6.6,4.1,14.4,22.6,112.4,-0.51,103.2,0.3,93.2,0.23,IND,MIA,2015-04-05 0:00,2015,1
0.453,0.367,0.729,34.3,12.5,46.3,23.8,7.9,6.2,15.1,19.8,101.6,-0.4,106.3,4.8,92.3,0.304,CLE,CHI,2015-04-05 0:00,2015,1
0.442,0.339,0.783,36.0,10.0,49.3,21.3,7.6,5.0,15.5,23.1,107.5,0.28,105.5,2.3,95.7,0.306,OKC,HOU,2015-04-05 0:00,2015,0
0.456,0.331,0.741,34.1,12.0,45.1,22.3,7.5,5.1,14.5,20.5,103.9,-0.25,107.4,-3.0,92.7,0.312,BKN,POR,2015-04-06 0:00,2015,1
0.444,0.341,0.715,34.6,10.3,45.9,21.1,7.0,5.0,16.3,21.5,107.0,0.64,109.2,-3.9,95.4,0.261,SAC,MIN,2015-04-07 0:00,2015,1
0.432,0.339,0.703,36.0,12.2,49.3,21.3,7.6,5.7,14.1,23.1,105.3,0.28,105.5,2.3,95.7,0.256,OKC,SAS,2015-04-07 0:00,2015,0
0.468,0.37,0.78,34.8,11.2,47.3,24.0,7.3,4.7,16.0,20.3,108.5,0.34,107.3,0.9,91.4,0.276,NOP,GSW,2015-04-07 0:00,2015,1
0.435,0.38,0.741,33.8,11.5,43.1,27.3,9.6,5.2,13.9,18.9,103.4,-0.68,103.1,5.8,93.9,0.258,ATL,PHX,2015-04-07 0:00,2015,1
0.459,0.376,0.757,34.8,11.1,44.9,26.1,8.2,3.7,14.3,22.5,102.7,0.22,105.5,6.9,94.7,0.233,LAC,LAL,2015-04-07 0:00,2015,1
0.443,0.335,0.754,32.9,11.1,42.9,21.8,8.6,4.9,14.9,21.9,104.7,-0.32,106.7,-2.8,90.9,0.259,MIA,CHA,2015-04-07 0:00,2015,1
0.462,0.343,0.742,35.3,12.7,48.6,22.0,8.4,4.9,14.1,21.3,103.7,0.49,104.9,0.2,90.4,0.266,UTA,SAC,2015-04-08 0:00,2015,1
0.439,0.367,0.756,35.6,10.6,45.9,25.7,8.4,4.6,14.0,20.1,103.5,0.14,102.0,6.5,93.8,0.278,SAS,HOU,2015-04-08 0:00,2015,1
0.433,0.347,0.734,32.4,10.6,43.9,23.1,7.6,5.8,16.2,23.4,104.5,-0.18,110.0,-10.1,91.2,0.269,NYK,IND,2015-04-08 0:00,2015,0
0.42,0.325,0.748,33.3,12.4,46.0,22.5,8.1,6.1,15.1,23.6,100.1,0.48,108.2,-3.7,96.1,0.239,DEN,LAL,2015-04-08 0:00,2015,1
0.478,0.362,0.768,37.0,9.3,48.2,23.1,6.7,6.2,16.1,19.2,111.6,0.18,103.7,4.5,94.2,0.288,POR,MIN,2015-04-08 0:00,2015,1
0.466,0.331,0.778,34.1,11.0,45.1,22.3,7.5,4.9,14.3,20.5,108.9,-0.25,107.4,-3.0,92.7,0.259,BKN,ATL,2015-04-08 0:00,2015,0
0.451,0.363,0.748,32.9,12.0,44.2,24.7,10.1,4.4,13.4,23.2,104.4,-0.52,102.2,0.5,94.1,0.267,MIL,CLE,2015-04-08 0:00,2015,0
0.458,0.318,0.751,36.2,10.1,46.9,21.5,6.5,4.5,15.2,19.4,111.1,-0.27,103.5,-3.4,93.0,0.287,CHA,TOR,2015-04-08 0:00,2015,0
0.473,0.347,0.71,33.7,11.3,44.4,21.9,8.4,5.3,16.2,22.2,112.4,-0.15,107.7,-6.1,93.8,0.303,ORL,CHI,2015-04-08 0:00,2015,1
0.455,0.344,0.762,34.3,10.0,48.0,23.1,8.1,4.1,14.4,20.3,105.3,-0.39,106.4,-1.1,92.8,0.306,DET,BOS,2015-04-08 0:00,2015,0
0.456,0.352,0.741,33.1,13.3,44.0,23.4,8.4,5.0,15.2,20.9,103.9,0.46,106.4,3.1,95.2,0.284,DAL,PHX,2015-04-08 0:00,2015,1
0.447,0.32,0.754,32.1,12.2,44.5,21.3,10.0,5.7,13.9,22.5,107.8,-0.07,104.8,-9.3,95.7,0.309,PHI,WAS,2015-04-08 0:00,2015,0
0.438,0.339,0.776,34.5,13.3,45.8,23.3,9.2,4.2,16.6,20.5,102.9,0.38,102.2,3.5,92.0,0.297,MEM,NOP,2015-04-08 0:00,2015,1
0.447,0.335,0.721,32.9,11.2,42.9,21.8,8.6,6.6,15.3,21.9,105.1,-0.32,106.7,-2.8,90.9,0.251,MIA,CHI,2015-04-09 0:00,2015,0
0.452,0.398,0.76,34.8,11.1,45.4,27.8,9.4,4.8,16.1,20.2,105.3,-0.09,101.4,10.2,98.3,0.266,GSW,POR,2015-04-09 0:00,2015,1
0.439,0.325,0.756,33.3,11.5,46.0,22.5,8.1,4.9,14.5,23.6,103.5,0.48,108.2,-3.7,96.1,0.233,DEN,DAL,2015-04-10 0:00,2015,0
0.443,0.348,0.754,32.9,11.2,45.0,22.8,9.8,3.7,13.9,22.6,104.7,0.38,103.4,3.6,96.5,0.258,HOU,SAS,2015-04-10 0:00,2015,0
0.459,0.347,0.757,32.4,11.5,43.9,23.1,7.6,5.2,16.0,23.4,102.7,-0.18,110.0,-10.1,91.2,0.234,NYK,MIL,2015-04-10 0:00,2015,0
0.428,0.339,0.769,36.0,12.4,49.3,21.3,7.6,5.1,14.1,23.1,99.9,0.28,105.5,2.3,95.7,0.288,OKC,SAC,2015-04-10 0:00,2015,1
0.458,0.38,0.773,33.8,11.2,43.1,27.3,9.6,6.2,14.1,18.9,105.7,-0.68,103.1,5.8,93.9,0.276,ATL,CHA,2015-04-10 0:00,2015,1
0.478,0.37,0.768,34.8,10.6,47.3,24.0,7.3,4.5,13.4,20.3,111.6,0.34,107.3,0.9,91.4,0.239,NOP,PHX,2015-04-10 0:00,2015,1
0.458,0.344,0.751,33.9,12.0,46.1,22.0,7.4,6.1,13.8,22.3,111.1,0.67,110.6,-7.2,94.0,0.287,LAL,MIN,2015-04-10 0:00,2015,1
0.455,0.344,0.787,34.3,11.5,48.0,23.1,8.1,4.5,15.1,20.3,111.0,-0.39,106.4,-1.1,92.8,0.295,DET,IND,2015-04-10 0:00,2015,0
0.457,0.343,0.751,35.3,12.5,48.6,22.0,8.4,4.6,14.6,21.3,108.2,0.49,104.9,0.2,90.4,0.263,UTA,MEM,2015-04-10 0:00,2015,0
0.442,0.331,0.783,34.1,12.5,45.1,22.3,7.5,6.2,15.2,20.5,107.5,-0.25,107.4,-3.0,92.7,0.304,BKN,WAS,2015-04-10 0:00,2015,1
0.463,0.367,0.752,34.3,10.9,46.3,23.8,7.9,4.7,14.0,19.8,109.5,-0.4,106.3,4.8,92.3,0.262,CLE,BOS,2015-04-10 0:00,2015,0
0.444,0.347,0.715,33.7,12.0,44.4,21.9,8.4,5.1,13.9,22.2,107.0,-0.15,107.7,-6.1,93.8,0.312,ORL,TOR,2015-04-10 0:00,2015,0
0.435,0.362,0.741,37.0,12.2,48.2,23.1,6.7,4.7,14.4,19.2,103.4,0.18,103.7,4.5,94.2,0.276,POR,UTA,2015-04-11 0:00,2015,0
0.451,0.398,0.748,34.8,11.0,45.4,27.8,9.4,4.4,14.9,20.2,104.4,-0.09,101.4,10.2,98.3,0.267,GSW,MIN,2015-04-11 0:00,2015,1
0.438,0.376,0.776,34.8,12.2,44.9,26.1,8.2,4.2,16.3,22.5,102.9,0.22,105.5,6.9,94.7,0.309,LAC,MEM,2015-04-11 0:00,2015,1
0.458,0.347,0.783,33.7,8.5,44.4,21.9,8.4,6.1,13.0,22.2,105.1,-0.15,107.7,-6.1,93.8,0.237,ORL,NYK,2015-04-11 0:00,2015,0
0.441,0.353,0.787,36.3,11.4,48.8,23.2,6.7,5.9,14.3,19.5,105.0,-0.46,104.3,3.2,92.8,0.24,CHI,PHI,2015-04-11 0:00,2015,1
0.487,0.335,0.763,32.9,9.9,42.9,21.8,8.6,6.1,16.2,21.9,114.5,-0.32,106.7,-2.8,90.9,0.25,MIA,TOR,2015-04-11 0:00,2015,0
0.453,0.348,0.757,32.9,11.0,45.0,22.8,9.8,4.2,16.6,22.6,103.2,0.38,103.4,3.6,96.5,0.246,HOU,NOP,2015-04-12 0:00,2015,1
0.455,0.344,0.757,34.3,10.6,48.0,23.1,8.1,5.2,13.4,20.3,105.1,-0.39,106.4,-1.1,92.8,0.232,DET,CHA,2015-04-12 0:00,2015,1
0.476,0.367,0.782,35.6,13.4,45.9,25.7,8.4,6.1,15.5,20.1,113.1,0.14,102.0,6.5,93.8,0.292,SAS,PHX,2015-04-12 0:00,2015,1
0.439,0.344,0.747,33.9,13.0,46.1,22.0,7.4,3.9,15.1,22.3,106.1,0.67,110.6,-7.2,94.0,0.296,LAL,DAL,2015-04-12 0:00,2015,0
0.467,0.363,0.788,32.9,11.0,44.2,24.7,10.1,6.1,15.6,23.2,104.3,-0.52,102.2,0.5,94.1,0.276,MIL,BKN,2015-04-12 0:00,2015,1
