FG.,percent_3pt,percent_FT,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,StrengthOfSchedule,DRtg,NRtg,Pace,FTr,team_abbreviation_home,team_abbreviation_away,game_date,game_yearEnd,wl_home
0.454,0.356,0.802,35.4,9.9,44.0,20.1,7.9,5.1,13.5,20.9,110.9,-0.04,105.7,-5.8,103.9,0.266,ATL,BOS,2019-01-19 0:00,2019,0
0.447,0.351,0.768,34.7,8.7,42.8,25.1,7.3,5.7,14.3,20.3,104.8,0.1,113.2,-8.4,99.0,0.291,CHI,MIA,2019-01-19 0:00,2019,0
0.464,0.353,0.792,34.8,9.0,45.2,21.9,8.8,4.3,12.9,18.9,113.8,-0.57,105.2,3.4,98.1,0.244,IND,DAL,2019-01-19 0:00,2019,1
0.468,0.351,0.804,35.6,12.1,44.0,26.2,7.9,5.3,15.0,20.5,113.0,0.24,108.9,4.1,97.7,0.295,DEN,CLE,2019-01-19 0:00,2019,1
0.476,0.342,0.782,34.2,9.0,42.7,26.3,7.1,5.2,13.4,22.5,106.1,-0.31,108.8,-0.2,97.4,0.255,DET,SAC,2019-01-19 0:00,2019,0
0.453,0.34,0.747,34.3,10.2,45.5,23.5,8.2,4.3,14.1,20.2,109.4,-0.6,110.7,6.0,100.2,0.235,TOR,MEM,2019-01-19 0:00,2019,1
0.491,0.355,0.801,33.8,11.0,45.8,24.6,8.7,4.9,14.0,20.6,107.7,0.19,117.6,4.8,97.9,0.227,HOU,LAL,2019-01-19 0:00,2019,1
0.449,0.356,0.819,34.1,10.2,46.1,24.6,7.2,4.3,14.7,18.9,108.9,-0.44,108.1,2.6,101.6,0.284,PHI,OKC,2019-01-19 0:00,2019,0
0.454,0.353,0.759,36.1,10.7,44.9,21.3,6.2,6.3,13.4,21.0,109.6,0.12,109.7,1.7,98.3,0.216,SAS,LAC,2019-01-20 0:00,2019,0
0.454,0.351,0.736,34.9,12.1,43.9,21.9,8.3,4.3,13.5,20.5,113.0,0.48,108.9,-1.5,100.2,0.266,MIN,PHX,2019-01-20 0:00,2019,1
0.451,0.359,0.695,36.1,11.8,44.7,24.4,8.8,5.0,16.3,20.4,114.7,-0.57,110.5,3.4,98.1,0.255,IND,CHA,2019-01-20 0:00,2019,1
0.467,0.365,0.797,30.8,9.8,45.6,25.1,7.2,5.3,13.8,20.3,112.2,-0.82,107.8,8.6,103.3,0.258,MIL,DAL,2019-01-21 0:00,2019,1
0.465,0.344,0.755,34.2,10.7,48.0,21.5,8.5,5.0,12.8,20.4,111.4,0.51,112.6,-2.7,96.6,0.215,MEM,NOP,2019-01-21 0:00,2019,0
0.475,0.342,0.782,31.8,9.0,44.4,22.9,8.6,4.1,13.9,22.5,106.1,-0.54,108.8,4.4,99.6,0.242,BOS,MIA,2019-01-21 0:00,2019,1
0.449,0.351,0.819,35.1,11.2,47.1,22.5,7.9,5.0,14.7,20.1,111.4,-0.04,112.9,-5.8,103.9,0.284,ATL,ORL,2019-01-21 0:00,2019,0
0.459,0.388,0.726,32.3,9.5,44.5,27.9,6.4,4.5,15.4,22.8,112.4,-0.33,111.5,-0.1,100.8,0.259,BKN,SAC,2019-01-21 0:00,2019,1
0.447,0.333,0.747,36.1,9.8,41.3,26.4,7.3,5.0,14.3,20.0,107.8,0.39,109.5,-1.7,103.2,0.291,LAL,GSW,2019-01-21 0:00,2019,0
0.468,0.348,0.797,34.1,12.1,44.4,26.1,8.1,6.3,13.7,21.6,110.3,-0.4,107.0,-2.8,101.4,0.266,WAS,DET,2019-01-21 0:00,2019,1
0.471,0.356,0.736,35.3,10.3,44.7,24.5,6.7,5.2,14.6,22.3,115.5,0.22,110.7,-9.9,96.6,0.312,CLE,CHI,2019-01-21 0:00,2019,0
0.473,0.392,0.801,33.8,9.3,46.1,24.6,7.2,5.6,14.3,18.3,112.9,-0.44,111.2,2.6,101.6,0.254,PHI,HOU,2019-01-21 0:00,2019,1
0.44,0.34,0.787,35.4,10.4,45.8,26.3,8.0,4.9,14.1,20.9,104.5,0.03,113.7,5.2,100.3,0.262,UTA,POR,2019-01-21 0:00,2019,0
0.464,0.34,0.779,32.9,10.2,45.5,26.2,6.8,5.2,12.9,20.2,109.4,0.28,110.7,-9.2,99.6,0.244,NYK,OKC,2019-01-21 0:00,2019,0
0.468,0.351,0.695,35.9,8.7,45.2,26.4,8.8,5.3,15.0,20.3,104.8,0.73,113.2,-9.2,100.5,0.295,PHX,MIN,2019-01-22 0:00,2019,0
0.45,0.365,0.768,34.8,9.8,44.7,23.0,9.0,5.0,14.3,20.3,112.2,0.15,107.8,3.3,102.8,0.272,OKC,POR,2019-01-22 0:00,2019,1
0.475,0.388,0.792,35.3,9.5,46.0,24.4,8.2,5.0,13.9,22.8,112.4,-0.6,111.5,6.0,100.2,0.242,TOR,SAC,2019-01-22 0:00,2019,1
0.449,0.374,0.759,36.2,9.5,47.1,21.9,6.5,5.0,13.5,19.8,109.9,0.42,106.5,-1.3,99.0,0.279,DAL,LAC,2019-01-22 0:00,2019,1
0.451,0.351,0.802,34.7,10.0,44.0,27.9,8.6,4.3,16.3,19.0,111.4,-0.54,112.5,4.4,99.6,0.255,BOS,CLE,2019-01-23 0:00,2019,1
0.433,0.342,0.804,34.9,9.0,47.3,21.3,6.4,4.5,14.0,22.5,106.1,-0.33,108.8,-0.1,100.8,0.27,BKN,ORL,2019-01-23 0:00,2019,1
0.476,0.392,0.761,33.8,9.3,46.1,23.5,7.8,4.3,13.4,18.3,112.9,-0.22,111.2,-0.3,98.2,0.255,MIA,LAC,2019-01-23 0:00,2019,0
0.453,0.355,0.747,33.2,11.0,45.2,20.1,6.8,5.1,14.1,20.6,107.7,0.28,117.6,-9.2,99.6,0.235,NYK,HOU,2019-01-23 0:00,2019,0
0.465,0.356,0.779,34.9,10.3,43.9,25.1,8.8,5.3,12.8,22.3,115.5,-0.57,110.7,3.4,98.1,0.215,IND,TOR,2019-01-23 0:00,2019,1
0.471,0.353,0.745,35.1,10.7,45.8,23.4,8.5,4.6,14.6,21.0,109.6,0.51,109.7,-2.7,96.6,0.312,MEM,CHA,2019-01-23 0:00,2019,0
0.447,0.348,0.768,34.2,11.6,44.0,24.6,7.3,4.9,14.3,22.5,109.0,0.1,109.2,-8.4,99.0,0.291,CHI,ATL,2019-01-23 0:00,2019,0
0.451,0.356,0.726,32.3,10.2,46.0,26.1,8.0,5.2,16.3,18.9,108.9,0.03,108.1,5.2,100.3,0.255,UTA,DEN,2019-01-23 0:00,2019,1
0.464,0.333,0.752,35.9,9.8,45.5,25.9,7.2,5.5,12.9,20.0,107.8,0.23,109.5,-1.2,103.3,0.244,NOP,DET,2019-01-23 0:00,2019,0
0.491,0.378,0.814,34.2,10.7,44.4,23.3,7.2,4.0,14.0,20.7,110.4,-0.44,111.5,2.6,101.6,0.227,PHI,SAS,2019-01-23 0:00,2019,1
0.444,0.34,0.792,35.4,10.4,47.1,24.7,8.8,6.3,13.9,20.9,104.5,0.73,113.7,-9.2,100.5,0.236,PHX,POR,2019-01-24 0:00,2019,0
0.453,0.344,0.771,34.1,10.7,41.3,21.3,9.0,5.2,14.1,20.4,111.4,0.15,112.6,3.3,102.8,0.235,OKC,NOP,2019-01-24 0:00,2019,1
0.456,0.359,0.772,34.7,11.8,44.0,26.3,8.1,5.2,13.0,20.4,114.7,-0.4,110.5,-2.8,101.4,0.267,WAS,GSW,2019-01-24 0:00,2019,0
0.474,0.351,0.797,34.9,11.2,44.7,25.1,7.3,5.7,13.9,20.1,111.4,0.39,112.9,-1.7,103.2,0.247,LAL,MIN,2019-01-24 0:00,2019,0
0.449,0.349,0.759,34.3,11.4,44.5,25.1,8.7,5.3,13.5,21.2,107.3,0.19,107.6,4.8,97.9,0.279,HOU,TOR,2019-01-25 0:00,2019,1
0.44,0.365,0.713,34.1,9.8,44.7,24.5,8.0,5.6,14.1,20.3,112.2,0.03,107.8,5.2,100.3,0.262,UTA,MIN,2019-01-25 0:00,2019,1
0.454,0.341,0.742,33.8,9.4,45.6,25.9,7.3,5.5,13.5,20.2,111.1,0.1,113.9,-8.4,99.0,0.266,CHI,LAC,2019-01-25 0:00,2019,0
0.466,0.388,0.726,35.9,9.5,45.8,23.4,7.2,5.0,13.7,22.8,112.4,-0.82,111.5,8.6,103.3,0.232,MIL,CHA,2019-01-25 0:00,2019,1
0.475,0.366,0.736,32.9,9.5,45.5,26.4,7.9,5.0,13.9,20.8,113.1,0.24,107.1,4.1,97.7,0.242,DEN,PHX,2019-01-25 0:00,2019,1
0.491,0.356,0.773,32.3,10.2,41.3,24.6,8.5,4.9,14.0,18.9,108.9,0.51,108.1,-2.7,96.6,0.227,MEM,SAC,2019-01-25 0:00,2019,0
0.473,0.348,0.783,34.8,11.6,43.9,20.1,6.5,5.1,14.3,22.5,109.0,0.42,109.2,-1.3,99.0,0.254,DAL,DET,2019-01-25 0:00,2019,1
0.45,0.385,0.801,34.2,9.6,43.8,23.5,6.7,4.3,14.3,21.1,115.9,0.22,109.5,-9.9,96.6,0.272,CLE,MIA,2019-01-25 0:00,2019,0
0.451,0.392,0.745,35.9,9.3,48.0,22.5,6.7,5.0,16.3,18.3,112.9,-0.43,111.2,0.8,98.1,0.255,ORL,WAS,2019-01-25 0:00,2019,0
0.471,0.34,0.782,35.1,10.4,44.0,24.6,6.4,4.9,14.6,20.9,104.5,-0.33,113.7,-0.1,100.8,0.312,BKN,NYK,2019-01-25 0:00,2019,1
0.465,0.356,0.713,33.2,9.9,46.7,21.9,7.9,6.3,12.8,20.9,110.9,0.24,105.7,4.1,97.7,0.215,DEN,PHI,2019-01-26 0:00,2019,1
0.475,0.349,0.752,34.2,11.4,42.8,25.6,6.7,4.3,13.9,21.2,107.3,0.24,107.6,4.2,99.1,0.242,POR,ATL,2019-01-26 0:00,2019,1
0.467,0.351,0.814,34.9,10.0,44.0,25.1,8.6,4.5,13.8,19.0,111.4,-0.54,112.5,4.4,99.6,0.258,BOS,GSW,2019-01-26 0:00,2019,0
0.456,0.351,0.802,36.2,12.1,44.7,21.3,7.2,5.7,13.0,20.5,113.0,0.23,108.9,-1.2,103.3,0.267,NOP,SAS,2019-01-26 0:00,2019,0
0.453,0.356,0.752,33.2,10.2,46.3,26.1,8.5,5.2,14.1,18.9,108.9,0.51,108.1,-2.7,96.6,0.235,MEM,IND,2019-01-26 0:00,2019,1
0.466,0.392,0.745,35.6,9.3,45.6,23.4,8.3,5.0,13.7,18.3,112.9,0.48,111.2,-1.5,100.2,0.232,MIN,UTA,2019-01-27 0:00,2019,0
0.444,0.378,0.779,34.7,10.7,43.9,24.7,6.7,5.5,13.9,20.7,110.4,0.23,111.5,0.9,101.7,0.236,LAC,SAC,2019-01-27 0:00,2019,1
0.447,0.348,0.742,31.8,11.6,46.0,25.8,7.3,5.8,14.3,22.5,109.0,0.39,109.2,-1.7,103.2,0.291,LAL,PHX,2019-01-27 0:00,2019,1
0.433,0.351,0.768,34.9,10.0,47.9,26.3,9.0,5.2,14.0,19.0,111.4,0.15,112.5,3.3,102.8,0.27,OKC,MIL,2019-01-27 0:00,2019,1
0.474,0.356,0.771,35.2,9.9,42.8,22.5,8.7,5.0,13.9,20.9,110.9,0.19,105.7,4.8,97.9,0.247,HOU,ORL,2019-01-27 0:00,2019,1
0.471,0.385,0.761,35.9,9.6,45.5,20.1,6.2,5.1,14.2,21.1,115.9,0.12,109.5,1.7,98.3,0.326,SAS,WAS,2019-01-27 0:00,2019,1
0.451,0.351,0.747,34.2,11.2,45.5,27.9,6.8,4.5,16.3,20.1,111.4,0.28,112.9,-9.2,99.6,0.255,NYK,MIA,2019-01-27 0:00,2019,0
0.473,0.329,0.726,35.9,9.0,46.1,25.1,6.5,5.3,14.3,23.2,105.9,0.42,115.1,-1.3,99.0,0.254,DAL,TOR,2019-01-27 0:00,2019,0
0.454,0.349,0.736,35.9,11.4,46.3,24.4,7.3,5.0,13.4,21.2,107.3,0.1,107.6,-8.4,99.0,0.216,CHI,CLE,2019-01-27 0:00,2019,0
0.449,0.341,0.772,34.2,9.4,44.0,24.7,8.6,5.5,14.7,20.2,111.1,-0.54,113.9,4.4,99.6,0.284,BOS,BKN,2019-01-28 0:00,2019,1
0.491,0.355,0.752,36.1,11.0,48.0,22.9,6.7,4.1,14.0,20.6,107.7,0.23,117.6,0.9,101.7,0.227,LAC,ATL,2019-01-28 0:00,2019,0
0.47,0.34,0.791,35.6,10.4,44.5,21.9,8.8,4.3,15.1,20.9,104.5,-0.57,113.7,3.4,98.1,0.257,IND,GSW,2019-01-28 0:00,2019,0
0.444,0.365,0.752,34.1,9.8,43.8,24.5,7.2,5.6,13.9,20.3,112.2,-0.22,107.8,-1.1,98.7,0.236,CHA,NYK,2019-01-28 0:00,2019,1
0.471,0.366,0.759,35.3,9.5,45.5,23.4,8.5,5.0,14.6,20.8,113.1,0.51,107.1,-2.7,96.6,0.312,MEM,DEN,2019-01-28 0:00,2019,0
0.476,0.344,0.773,35.9,10.7,45.6,23.3,6.2,4.0,13.4,20.4,111.4,0.12,112.6,1.7,98.3,0.255,SAS,PHX,2019-01-29 0:00,2019,1
0.474,0.348,0.783,35.9,11.6,41.3,26.1,6.7,5.2,13.9,22.5,109.0,0.22,109.2,-9.9,96.6,0.247,CLE,WAS,2019-01-29 0:00,2019,1
0.45,0.329,0.802,33.2,9.0,46.7,23.4,8.7,4.6,14.3,23.2,105.9,0.19,115.1,4.8,97.9,0.272,HOU,NOP,2019-01-29 0:00,2019,0
0.454,0.353,0.771,34.2,10.7,45.6,21.5,6.4,5.0,13.4,21.0,109.6,-0.33,109.7,-0.1,100.8,0.216,BKN,CHI,2019-01-29 0:00,2019,1
0.448,0.341,0.742,34.1,9.4,45.8,21.3,7.1,5.3,12.3,20.2,111.1,-0.31,113.9,-0.2,97.4,0.257,DET,MIL,2019-01-29 0:00,2019,0
0.475,0.378,0.752,36.1,10.7,43.9,25.1,6.7,4.5,13.9,20.7,110.4,-0.43,111.5,0.8,98.1,0.242,ORL,OKC,2019-01-29 0:00,2019,0
0.451,0.374,0.726,35.9,9.5,46.0,27.9,7.3,5.1,16.3,19.8,109.9,0.39,106.5,-1.7,103.2,0.255,LAL,PHI,2019-01-29 0:00,2019,0
0.433,0.359,0.801,33.2,11.8,42.8,20.1,8.0,4.9,14.0,20.4,114.7,0.31,110.5,-1.1,103.1,0.27,SAC,ATL,2019-01-30 0:00,2019,1
0.447,0.355,0.792,30.8,11.0,43.8,24.6,6.8,4.3,14.3,20.6,107.7,0.28,117.6,-9.2,99.6,0.291,NYK,DAL,2019-01-30 0:00,2019,0
0.454,0.359,0.783,35.6,10.6,42.7,24.6,7.2,5.5,13.5,20.8,112.6,0.23,110.0,-1.2,103.3,0.266,NOP,DEN,2019-01-30 0:00,2019,0
0.451,0.342,0.787,31.8,9.0,44.0,24.7,6.7,5.8,16.3,22.5,106.1,0.24,108.8,4.2,99.1,0.255,POR,UTA,2019-01-30 0:00,2019,1
0.491,0.351,0.804,32.9,10.0,44.7,25.8,8.3,5.2,14.0,19.0,111.4,0.48,112.5,-1.5,100.2,0.227,MIN,MEM,2019-01-30 0:00,2019,1
0.453,0.34,0.791,34.2,10.4,47.9,24.7,7.8,5.6,14.1,20.9,104.5,-0.22,113.7,-0.3,98.2,0.235,MIA,CHI,2019-01-30 0:00,2019,0
0.468,0.348,0.747,34.7,12.1,42.8,24.5,8.6,5.0,13.7,21.6,110.3,-0.54,107.0,4.4,99.6,0.266,BOS,CHA,2019-01-30 0:00,2019,1
0.476,0.34,0.713,35.2,10.2,44.5,23.4,8.1,4.8,13.4,20.2,109.4,-0.4,110.7,-2.8,101.4,0.255,WAS,IND,2019-01-30 0:00,2019,1
0.444,0.378,0.755,34.9,10.7,46.7,24.8,6.7,4.0,13.9,20.7,110.4,0.23,111.5,0.9,101.7,0.236,LAC,LAL,2019-01-31 0:00,2019,0
0.473,0.356,0.752,34.2,9.9,45.6,23.3,8.2,4.3,14.3,20.9,110.9,-0.6,105.7,6.0,100.2,0.254,TOR,MIL,2019-01-31 0:00,2019,0
0.448,0.353,0.801,30.8,9.0,44.0,23.5,6.7,5.3,12.3,18.9,113.8,-0.43,105.2,0.8,98.1,0.257,ORL,IND,2019-01-31 0:00,2019,1
0.45,0.351,0.761,34.8,8.7,43.9,26.2,7.1,5.0,15.0,20.3,104.8,-0.31,113.2,-0.2,97.4,0.247,DET,DAL,2019-01-31 0:00,2019,1
0.468,0.385,0.772,31.8,9.6,45.5,26.4,7.5,5.0,15.0,21.1,115.9,-0.04,109.5,6.4,100.9,0.295,GSW,PHI,2019-01-31 0:00,2019,0
0.471,0.353,0.752,33.2,10.7,44.0,22.5,6.2,5.0,14.6,21.0,109.6,0.12,109.7,1.7,98.3,0.312,SAS,BKN,2019-01-31 0:00,2019,1
0.454,0.356,0.771,34.3,10.2,42.8,21.5,6.8,5.1,13.5,18.9,108.9,0.28,108.1,-9.2,99.6,0.266,NYK,BOS,2019-02-01 0:00,2019,0
0.433,0.348,0.802,36.2,12.1,44.4,20.1,8.0,4.5,14.0,21.6,110.3,0.03,107.0,5.2,100.3,0.27,UTA,ATL,2019-02-01 0:00,2019,1
0.466,0.352,0.752,32.9,11.1,44.7,27.9,7.8,5.5,13.7,22.5,108.1,-0.22,113.9,-0.3,98.2,0.232,MIA,OKC,2019-02-01 0:00,2019,0
0.474,0.359,0.814,36.1,11.8,42.7,25.9,7.2,5.3,13.9,20.4,114.7,-0.22,110.5,-1.1,98.7,0.247,CHA,MEM,2019-02-01 0:00,2019,1
0.456,0.365,0.787,33.8,9.8,45.8,26.2,7.9,4.0,13.0,20.3,112.2,0.24,107.8,4.1,97.7,0.267,DEN,HOU,2019-02-01 0:00,2019,1
0.45,0.374,0.783,34.1,9.5,46.3,23.3,6.7,4.9,15.0,19.8,109.9,-0.43,106.5,0.8,98.1,0.247,ORL,BKN,2019-02-02 0:00,2019,1
0.44,0.353,0.755,34.2,10.7,47.3,24.6,6.2,5.0,14.1,21.0,109.6,0.12,109.7,1.7,98.3,0.262,SAS,NOP,2019-02-02 0:00,2019,1
0.453,0.329,0.792,34.2,9.0,43.8,23.5,8.0,5.2,14.1,23.2,105.9,0.31,115.1,-1.1,103.1,0.235,SAC,PHI,2019-02-02 0:00,2019,1
0.45,0.34,0.742,35.4,10.2,45.5,24.7,7.1,4.3,14.3,20.2,109.4,-0.31,110.7,-0.2,97.4,0.272,DET,LAC,2019-02-02 0:00,2019,0
0.448,0.341,0.759,33.2,9.4,45.6,24.6,7.2,5.3,12.3,20.2,111.1,-0.22,113.9,-1.1,98.7,0.257,CHA,CHI,2019-02-02 0:00,2019,1
0.449,0.359,0.804,36.1,10.6,42.8,25.1,8.0,5.5,14.7,20.8,112.6,0.03,110.0,5.2,100.3,0.284,UTA,HOU,2019-02-02 0:00,2019,0
0.473,0.344,0.792,34.1,10.7,44.0,24.7,7.5,4.3,14.3,20.4,111.4,-0.04,112.6,6.4,100.9,0.254,GSW,LAL,2019-02-02 0:00,2019,1
0.471,0.348,0.752,35.9,11.6,46.7,23.5,8.3,5.8,14.2,22.5,109.0,0.48,109.2,-1.5,100.2,0.326,MIN,DEN,2019-02-02 0:00,2019,0
0.449,0.378,0.761,34.8,10.7,44.5,25.8,8.8,5.0,13.5,20.7,110.4,0.73,111.5,-9.2,100.5,0.279,PHX,ATL,2019-02-02 0:00,2019,0
0.444,0.356,0.782,35.9,9.9,43.8,21.3,7.8,4.8,13.9,20.9,110.9,-0.22,105.7,-0.3,98.2,0.236,MIA,IND,2019-02-02 0:00,2019,0
0.474,0.342,0.745,34.2,9.0,48.0,23.5,8.1,4.5,13.9,22.5,106.1,-0.4,108.8,-2.8,101.4,0.247,WAS,MIL,2019-02-02 0:00,2019,0
0.466,0.374,0.801,32.9,9.5,44.4,24.8,6.7,5.2,13.7,19.8,109.9,0.22,106.5,-9.9,96.6,0.232,CLE,DAL,2019-02-02 0:00,2019,0
0.433,0.356,0.699,36.2,10.3,42.8,27.9,6.8,5.0,14.0,22.3,115.5,0.28,110.7,-9.2,99.6,0.27,NYK,MEM,2019-02-03 0:00,2019,0
0.451,0.352,0.792,34.7,11.1,47.3,26.3,8.6,5.0,16.3,22.5,108.1,-0.54,113.9,4.4,99.6,0.255,BOS,OKC,2019-02-03 0:00,2019,1
0.464,0.34,0.771,34.3,10.4,44.0,26.4,8.2,4.5,12.9,20.9,104.5,-0.6,113.7,6.0,100.2,0.244,TOR,LAC,2019-02-03 0:00,2019,1
0.45,0.353,0.773,34.8,9.0,45.6,23.4,7.2,5.0,15.0,18.9,113.8,0.23,105.2,-1.2,103.3,0.247,NOP,IND,2019-02-04 0:00,2019,0
0.468,0.351,0.804,30.8,8.7,44.7,25.6,7.1,5.3,15.0,20.3,104.8,-0.31,113.2,-0.2,97.4,0.295,DET,DEN,2019-02-04 0:00,2019,1
0.47,0.365,0.772,35.4,9.8,44.7,22.5,8.8,4.3,15.1,20.3,112.2,0.73,107.8,-9.2,100.5,0.257,PHX,HOU,2019-02-04 0:00,2019,0
0.45,0.359,0.782,31.8,10.6,44.4,26.2,6.4,4.1,14.3,20.8,112.6,-0.33,110.0,-0.1,100.8,0.272,BKN,MIL,2019-02-04 0:00,2019,0
0.448,0.34,0.797,36.1,10.2,44.0,21.9,8.1,4.6,12.3,20.2,109.4,-0.4,110.7,-2.8,101.4,0.257,WAS,ATL,2019-02-04 0:00,2019,0
0.478,0.352,0.752,34.9,11.1,45.6,22.9,8.0,5.0,12.2,22.5,108.1,0.31,113.9,-1.1,103.1,0.237,SAC,SAS,2019-02-04 0:00,2019,1
0.449,0.378,0.752,34.2,10.7,46.1,23.4,8.8,4.0,14.7,20.7,110.4,-0.57,111.5,3.4,98.1,0.284,IND,LAL,2019-02-05 0:00,2019,1
0.447,0.385,0.759,33.2,9.6,45.5,21.3,6.7,5.5,14.3,21.1,115.9,0.24,109.5,4.2,99.1,0.291,POR,MIA,2019-02-05 0:00,2019,0
0.465,0.355,0.742,36.1,11.0,45.5,23.5,6.7,4.8,12.8,20.6,107.7,0.22,117.6,-9.9,96.6,0.215,CLE,BOS,2019-02-05 0:00,2019,0
0.475,0.351,0.713,33.8,8.7,44.9,23.3,7.2,5.8,13.9,20.3,104.8,-0.44,113.2,2.6,101.6,0.242,PHI,TOR,2019-02-05 0:00,2019,0
0.454,0.351,0.752,34.3,11.2,44.0,24.7,8.5,5.2,13.5,20.1,111.4,0.51,112.9,-2.7,96.6,0.266,MEM,MIN,2019-02-05 0:00,2019,1
0.449,0.366,0.801,32.3,9.5,46.7,24.8,7.2,4.3,13.5,20.8,113.1,-0.22,107.1,-1.1,98.7,0.279,CHA,LAC,2019-02-05 0:00,2019,0
0.433,0.356,0.783,32.9,10.3,47.9,25.8,6.8,5.0,14.0,22.3,115.5,0.28,110.7,-9.2,99.6,0.27,NYK,DET,2019-02-05 0:00,2019,0
0.466,0.348,0.768,34.2,11.6,44.7,24.7,9.0,6.3,13.7,22.5,109.0,0.15,109.2,3.3,102.8,0.232,OKC,ORL,2019-02-05 0:00,2019,1
0.454,0.348,0.773,34.1,12.1,42.8,24.6,6.5,5.6,13.4,21.6,110.3,0.42,107.0,-1.3,99.0,0.216,DAL,CHA,2019-02-06 0:00,2019,1
0.465,0.351,0.792,34.7,12.1,46.1,26.4,8.0,5.0,12.8,20.5,113.0,0.31,108.9,-1.1,103.1,0.215,SAC,HOU,2019-02-06 0:00,2019,0
0.449,0.374,0.761,36.1,9.5,44.0,24.5,8.0,5.3,14.7,19.8,109.9,0.03,106.5,5.2,100.3,0.284,UTA,PHX,2019-02-06 0:00,2019,1
0.451,0.385,0.797,35.4,9.6,43.8,24.4,7.2,5.2,16.3,21.1,115.9,-0.82,109.5,8.6,103.3,0.255,MIL,WAS,2019-02-06 0:00,2019,1
0.459,0.344,0.695,32.9,10.7,44.0,25.1,7.3,4.3,15.4,20.4,111.4,0.1,112.6,-8.4,99.0,0.259,CHI,NOP,2019-02-06 0:00,2019,0
0.47,0.342,0.736,33.2,9.0,44.7,26.3,7.5,5.2,15.1,22.5,106.1,-0.04,108.8,6.4,100.9,0.257,GSW,SAS,2019-02-06 0:00,2019,1
0.464,0.352,0.771,35.9,11.1,45.6,24.6,6.4,5.0,12.9,22.5,108.1,-0.33,113.9,-0.1,100.8,0.244,BKN,DEN,2019-02-06 0:00,2019,1
0.474,0.359,0.713,32.9,10.6,46.3,24.7,6.7,4.9,13.9,20.8,112.6,-0.43,110.0,0.8,98.1,0.247,ORL,MIN,2019-02-07 0:00,2019,1
0.45,0.365,0.759,34.1,9.8,44.0,23.4,9.0,4.1,15.0,20.3,112.2,0.15,107.8,3.3,102.8,0.247,OKC,MEM,2019-02-07 0:00,2019,1
0.447,0.374,0.755,33.2,9.5,45.5,24.6,7.9,4.0,14.3,19.8,109.9,-0.04,106.5,-5.8,103.9,0.291,ATL,TOR,2019-02-07 0:00,2019,0
0.468,0.359,0.804,35.2,11.8,42.8,22.9,6.7,4.5,15.0,20.4,114.7,0.24,110.5,4.2,99.1,0.295,POR,SAS,2019-02-07 0:00,2019,1
0.444,0.351,0.787,32.3,11.2,41.3,23.3,8.6,5.0,13.9,20.1,111.4,-0.54,112.9,4.4,99.6,0.236,BOS,LAL,2019-02-07 0:00,2019,0
0.459,0.351,0.695,34.2,8.7,47.9,25.6,8.8,5.2,15.4,20.3,104.8,-0.57,113.2,3.4,98.1,0.259,IND,LAC,2019-02-07 0:00,2019,1
0.478,0.351,0.747,34.2,12.1,44.0,23.5,6.4,4.3,12.2,20.5,113.0,-0.33,108.9,-0.1,100.8,0.237,BKN,CHI,2019-02-08 0:00,2019,0
0.466,0.355,0.783,35.3,11.0,45.6,26.1,8.8,5.7,13.7,20.6,107.7,0.73,117.6,-9.2,100.5,0.232,PHX,GSW,2019-02-08 0:00,2019,0
0.471,0.34,0.772,34.3,10.2,44.0,21.9,6.5,5.0,14.6,20.2,109.4,0.42,110.7,-1.3,99.0,0.312,DAL,MIL,2019-02-08 0:00,2019,0
0.475,0.34,0.797,35.9,10.4,47.1,25.1,8.1,6.3,13.9,20.9,104.5,-0.4,113.7,-2.8,101.4,0.242,WAS,CLE,2019-02-08 0:00,2019,1
0.448,0.366,0.745,34.9,9.5,46.0,23.0,7.2,5.0,12.3,20.8,113.1,-0.44,107.1,2.6,101.6,0.257,PHI,DEN,2019-02-08 0:00,2019,1
0.468,0.388,0.761,33.8,9.5,46.7,23.4,7.2,4.3,13.7,22.8,112.4,0.23,111.5,-1.2,103.3,0.266,NOP,MIN,2019-02-08 0:00,2019,1
0.454,0.352,0.792,32.9,11.1,46.3,21.9,7.1,5.6,13.5,22.5,108.1,-0.31,113.9,-0.2,97.4,0.266,DET,NYK,2019-02-08 0:00,2019,1
0.465,0.344,0.791,36.1,10.7,44.7,24.5,8.0,5.0,12.8,20.4,111.4,0.31,112.6,-1.1,103.1,0.215,SAC,MIA,2019-02-08 0:00,2019,1
0.453,0.356,0.792,34.7,10.2,47.3,21.5,8.0,5.5,14.1,18.9,108.9,0.03,108.1,5.2,100.3,0.235,UTA,SAS,2019-02-09 0:00,2019,1
0.44,0.353,0.804,34.3,10.7,44.7,25.9,8.5,5.2,14.1,21.0,109.6,0.51,109.7,-2.7,96.6,0.262,MEM,NOP,2019-02-09 0:00,2019,1
0.471,0.385,0.755,36.2,9.6,44.4,26.1,8.8,4.6,14.2,21.1,115.9,-0.57,109.5,3.4,98.1,0.326,IND,CLE,2019-02-09 0:00,2019,1
0.444,0.333,0.759,33.2,9.8,47.1,23.4,8.7,5.5,13.9,20.0,107.8,0.19,109.5,4.8,97.9,0.236,HOU,OKC,2019-02-09 0:00,2019,0
