FG.,percent_3pt,percent_FT,DRB,ORB,TRB,AST,BLK,TOV,PTS,MarginOfVictory,SimpleRatngSystem,ORtg,DRtg,NRtg,X3PAr,TS.,team_abbreviation_home,team_abbreviation_away,game_date,game_yearEnd,wl_home
0.45,0.36,0.757,34.4,8.4,42.9,21.8,4.6,14.1,106.3,-3.04,-2.7,106.3,109.5,-3.2,0.382,0.544,DAL,OKC,2017-11-25 0:00,2018,1
0.435,0.369,0.772,32.7,10.9,47.3,23.6,3.6,14.1,109.5,2.23,2.35,109.5,105.0,2.3,0.261,0.566,MIN,PHX,2017-11-26 0:00,2018,1
0.441,0.372,0.745,35.3,8.6,42.9,23.7,4.8,14.5,112.9,-7.04,-6.84,112.9,111.9,-7.1,0.35,0.529,CHI,MIA,2017-11-26 0:00,2018,0
0.471,0.355,0.786,32.6,8.7,41.1,22.6,4.6,15.0,109.8,-6.21,-5.81,109.8,110.1,-6.5,0.317,0.539,MEM,BKN,2017-11-26 0:00,2018,0
0.444,0.371,0.772,34.0,11.2,45.5,22.7,5.1,15.5,112.5,1.38,1.18,112.5,111.0,1.4,0.284,0.557,IND,ORL,2017-11-27 0:00,2018,1
0.452,0.366,0.747,36.4,10.5,46.9,20.1,5.3,12.9,109.1,4.5,4.3,109.1,106.4,4.5,0.344,0.568,PHI,CLE,2017-11-27 0:00,2018,0
0.483,0.377,0.783,35.1,9.7,46.0,26.3,5.8,15.8,107.6,5.98,5.79,107.6,103.9,6.0,0.339,0.603,GSW,SAC,2017-11-27 0:00,2018,0
0.472,0.345,0.741,35.6,10.5,45.7,23.0,4.3,15.2,106.5,2.89,2.89,106.5,108.0,3.1,0.282,0.543,SAS,DAL,2017-11-27 0:00,2018,1
0.476,0.357,0.785,36.3,10.7,43.4,23.5,4.4,14.0,113.4,3.59,3.23,113.4,111.1,3.7,0.357,0.552,BOS,DET,2017-11-27 0:00,2018,0
0.45,0.36,0.779,34.1,9.6,44.9,22.6,4.4,14.1,106.8,0.04,0.15,106.8,106.3,0.1,0.314,0.564,LAC,LAL,2017-11-27 0:00,2018,1
0.464,0.352,0.783,35.2,10.7,45.1,23.9,5.3,12.8,107.1,8.48,8.21,107.1,110.7,8.6,0.502,0.59,HOU,BKN,2017-11-27 0:00,2018,1
0.45,0.354,0.747,34.4,12.8,46.2,23.5,4.0,13.6,110.7,-3.56,-3.53,110.7,107.2,-3.6,0.266,0.544,NYK,POR,2017-11-27 0:00,2018,0
0.435,0.352,0.759,35.6,10.9,46.4,23.6,3.6,13.8,107.9,4.3,4.47,107.9,104.8,4.5,0.357,0.564,UTA,DEN,2017-11-28 0:00,2018,1
0.46,0.355,0.772,34.3,9.7,45.0,22.0,4.9,14.8,103.8,0.94,0.59,103.8,110.9,1.0,0.379,0.584,CLE,MIA,2017-11-28 0:00,2018,1
0.444,0.36,0.743,35.3,8.4,42.9,22.7,5.1,14.3,106.3,-7.04,-6.84,106.3,109.5,-7.1,0.35,0.529,CHI,PHX,2017-11-28 0:00,2018,0
0.471,0.377,0.786,33.0,9.7,46.0,22.6,4.6,15.3,107.6,-6.99,-6.6,107.6,103.9,-7.4,0.278,0.529,SAC,MIL,2017-11-28 0:00,2018,0
0.453,0.36,0.8,32.7,9.2,42.6,21.9,5.2,14.5,105.0,2.23,2.35,105.0,110.6,2.3,0.261,0.566,MIN,WAS,2017-11-28 0:00,2018,0
0.444,0.352,0.772,34.4,10.0,42.6,23.5,3.9,16.4,104.5,-3.04,-2.7,104.5,111.0,-3.2,0.382,0.544,DAL,BKN,2017-11-29 0:00,2018,0
0.476,0.369,0.779,34.7,10.9,47.3,23.8,3.9,15.7,109.5,-0.15,-0.26,109.5,105.0,-0.1,0.333,0.543,DET,PHX,2017-11-29 0:00,2018,1
0.45,0.369,0.804,33.4,10.0,43.9,23.5,4.0,15.0,109.5,-4.82,-4.92,109.5,108.1,-4.9,0.342,0.545,ORL,OKC,2017-11-29 0:00,2018,1
0.441,0.369,0.735,35.0,10.2,46.0,23.7,4.8,14.0,109.4,1.3,1.48,109.4,109.1,1.3,0.319,0.573,NOP,MIN,2017-11-29 0:00,2018,0
0.476,0.362,0.787,36.4,8.5,43.5,23.5,4.4,14.9,109.6,4.5,4.3,109.6,108.3,4.5,0.344,0.568,PHI,WAS,2017-11-29 0:00,2018,1
0.45,0.366,0.745,35.2,9.4,45.0,22.6,4.4,15.1,108.4,8.48,8.21,108.4,103.9,8.6,0.502,0.59,HOU,IND,2017-11-29 0:00,2018,1
0.464,0.366,0.759,35.2,10.5,46.9,23.9,5.3,15.7,109.1,-1.55,-1.44,109.1,106.4,-1.5,0.329,0.548,LAL,GSW,2017-11-29 0:00,2018,0
0.483,0.358,0.781,34.4,9.9,44.8,26.3,5.8,13.8,113.8,-3.56,-3.53,113.8,105.9,-3.6,0.266,0.544,NYK,MIA,2017-11-29 0:00,2018,1
0.455,0.354,0.786,34.9,12.8,46.2,23.5,5.5,14.1,110.7,7.78,7.29,110.7,107.2,7.9,0.377,0.575,TOR,CHA,2017-11-29 0:00,2018,1
0.472,0.354,0.815,35.6,10.3,44.4,23.0,4.3,12.8,110.3,2.89,2.89,110.3,110.2,3.1,0.282,0.543,SAS,MEM,2017-11-29 0:00,2018,1
0.442,0.362,0.743,36.4,8.5,43.5,21.2,4.5,12.9,109.6,2.6,2.6,109.6,108.3,2.7,0.324,0.549,POR,MIL,2017-11-30 0:00,2018,0
0.452,0.372,0.716,36.3,8.6,42.9,23.8,5.0,13.9,112.9,3.59,3.23,112.9,111.9,3.7,0.357,0.552,BOS,PHI,2017-11-30 0:00,2018,1
0.435,0.369,0.763,33.4,10.0,43.9,23.6,3.6,13.6,109.5,-5.45,-5.3,109.5,108.1,-5.6,0.363,0.547,ATL,CLE,2017-11-30 0:00,2018,0
0.46,0.352,0.779,34.3,10.9,46.4,22.0,4.9,15.0,107.9,1.48,1.57,107.9,104.8,1.5,0.357,0.57,DEN,CHI,2017-11-30 0:00,2018,1
0.45,0.351,0.745,34.1,9.0,42.4,23.2,4.7,15.2,105.2,0.04,0.15,105.2,110.1,0.1,0.314,0.564,LAC,UTA,2017-11-30 0:00,2018,0
0.467,0.352,0.772,32.6,10.7,45.1,25.8,4.4,13.8,107.1,-6.21,-5.81,107.1,110.7,-6.5,0.317,0.539,MEM,SAS,2017-12-01 0:00,2018,0
0.476,0.369,0.804,35.3,10.2,46.0,23.5,4.4,14.1,109.4,-7.04,-6.84,109.4,109.1,-7.1,0.35,0.529,CHI,SAC,2017-12-01 0:00,2018,0
0.446,0.377,0.735,33.9,9.7,46.0,24.1,4.3,14.1,107.6,0.59,0.53,107.6,103.9,0.6,0.31,0.56,WAS,DET,2017-12-01 0:00,2018,1
0.441,0.355,0.787,33.4,8.7,41.1,23.7,4.8,12.9,109.8,-4.82,-4.92,109.8,110.1,-4.9,0.342,0.545,ORL,GSW,2017-12-01 0:00,2018,0
0.476,0.334,0.772,35.6,10.2,43.9,23.8,3.9,14.4,103.5,4.3,4.47,103.5,112.8,4.5,0.357,0.564,UTA,NOP,2017-12-01 0:00,2018,1
0.46,0.366,0.755,35.3,9.4,45.0,22.0,4.9,15.6,108.4,0.48,0.15,108.4,103.9,0.5,0.358,0.551,MIA,CHA,2017-12-01 0:00,2018,1
0.45,0.356,0.779,33.4,9.7,44.6,21.8,4.6,12.8,106.9,3.41,3.42,106.9,110.6,3.5,0.345,0.546,OKC,MIN,2017-12-01 0:00,2018,1
0.472,0.369,0.741,34.9,10.9,47.3,24.8,6.2,15.8,109.5,7.78,7.29,109.5,105.0,7.9,0.377,0.575,TOR,IND,2017-12-01 0:00,2018,1
0.472,0.369,0.757,34.9,10.0,43.9,23.0,4.3,12.8,109.5,-3.74,-3.67,109.5,108.1,-3.7,0.411,0.551,BKN,ATL,2017-12-02 0:00,2018,0
0.452,0.351,0.759,34.4,9.0,42.4,23.8,5.0,13.8,105.2,-3.04,-2.7,105.2,110.1,-3.2,0.382,0.544,DAL,LAC,2017-12-02 0:00,2018,1
0.478,0.362,0.781,36.4,8.5,43.5,24.0,5.6,14.3,109.6,4.5,4.3,109.6,108.3,4.5,0.344,0.568,PHI,DET,2017-12-02 0:00,2018,1
0.47,0.373,0.771,34.3,10.5,45.2,25.7,5.0,15.0,107.2,0.94,0.59,107.2,107.3,1.0,0.379,0.584,CLE,MEM,2017-12-02 0:00,2018,1
0.45,0.352,0.772,32.4,10.0,42.6,23.2,4.7,16.4,104.5,-0.3,-0.45,104.5,111.0,-0.3,0.297,0.571,MIL,SAC,2017-12-02 0:00,2018,1
0.472,0.352,0.815,34.3,10.9,46.4,27.0,5.1,14.5,107.9,1.48,1.57,107.9,104.8,1.5,0.357,0.57,DEN,LAL,2017-12-02 0:00,2018,1
0.444,0.369,0.804,36.4,10.2,46.0,22.7,5.1,14.1,109.4,2.6,2.6,109.4,109.1,2.7,0.324,0.549,POR,NOP,2017-12-02 0:00,2018,0
0.467,0.355,0.785,36.3,8.7,41.1,25.8,4.4,15.2,109.8,3.59,3.23,109.8,110.1,3.7,0.357,0.552,BOS,PHX,2017-12-02 0:00,2018,1
0.476,0.334,0.772,35.2,10.2,43.9,23.8,3.9,14.9,103.5,-1.55,-1.44,103.5,112.8,-1.5,0.329,0.548,LAL,HOU,2017-12-03 0:00,2018,0
0.455,0.36,0.779,32.7,9.2,42.6,23.5,5.5,14.0,105.0,2.23,2.35,105.0,110.6,2.3,0.261,0.566,MIN,LAC,2017-12-03 0:00,2018,1
0.464,0.372,0.781,35.3,8.6,42.9,23.9,5.3,12.8,112.9,0.48,0.15,112.9,111.9,0.5,0.358,0.551,MIA,GSW,2017-12-03 0:00,2018,0
0.444,0.355,0.747,34.4,8.7,41.1,22.7,5.1,14.4,109.8,-3.56,-3.53,109.8,110.1,-3.6,0.266,0.544,NYK,ORL,2017-12-03 0:00,2018,0
0.457,0.369,0.794,33.4,10.2,46.0,23.9,5.9,15.3,109.4,3.41,3.42,109.4,109.1,3.5,0.345,0.546,OKC,SAS,2017-12-03 0:00,2018,1
0.46,0.355,0.779,35.6,9.7,45.0,22.0,4.9,15.5,103.8,2.89,2.89,103.8,110.9,3.1,0.282,0.543,SAS,DET,2017-12-04 0:00,2018,1
0.45,0.356,0.757,35.3,9.7,44.6,21.8,4.6,14.1,106.9,-7.04,-6.84,106.9,110.6,-7.1,0.35,0.529,CHI,CLE,2017-12-04 0:00,2018,0
0.476,0.354,0.783,34.4,10.3,44.4,23.5,4.4,12.8,110.3,-3.04,-2.7,110.3,110.2,-3.2,0.382,0.544,DAL,DEN,2017-12-04 0:00,2018,1
0.45,0.352,0.767,36.3,10.0,42.6,23.5,4.0,15.8,104.5,3.59,3.23,104.5,111.0,3.7,0.357,0.552,BOS,MIL,2017-12-04 0:00,2018,1
0.472,0.366,0.771,33.4,10.5,46.9,24.8,6.2,16.4,109.1,-5.45,-5.3,109.1,106.4,-5.6,0.363,0.547,ATL,BKN,2017-12-04 0:00,2018,0
0.467,0.362,0.752,32.6,8.5,43.5,25.8,4.4,15.1,109.6,-6.21,-5.81,109.6,108.3,-6.5,0.317,0.539,MEM,MIN,2017-12-04 0:00,2018,1
0.441,0.369,0.786,36.4,10.0,43.9,23.7,4.8,15.3,109.5,4.5,4.3,109.5,108.1,4.5,0.344,0.568,PHI,PHX,2017-12-04 0:00,2018,0
0.457,0.357,0.772,34.0,10.7,43.4,23.9,5.9,14.0,113.4,1.38,1.18,113.4,111.1,1.4,0.284,0.557,IND,NYK,2017-12-04 0:00,2018,1
0.435,0.375,0.779,35.8,9.9,42.9,23.6,3.6,15.7,103.7,0.26,0.07,103.7,111.1,0.3,0.314,0.549,CHA,ORL,2017-12-04 0:00,2018,1
0.46,0.352,0.755,35.0,10.7,45.1,22.0,4.9,13.9,107.1,1.3,1.48,107.1,110.7,1.3,0.319,0.573,NOP,GSW,2017-12-04 0:00,2018,0
0.476,0.373,0.787,35.6,10.5,45.2,23.5,4.4,14.4,107.2,4.3,4.47,107.2,107.3,4.5,0.357,0.564,UTA,WAS,2017-12-04 0:00,2018,1
0.453,0.355,0.786,36.4,9.7,45.0,21.9,5.2,14.3,103.8,2.6,2.6,103.8,110.9,2.7,0.324,0.549,POR,WAS,2017-12-05 0:00,2018,0
0.461,0.362,0.772,34.9,9.2,44.4,23.4,4.7,14.8,114.7,7.78,7.29,114.7,106.1,7.9,0.377,0.575,TOR,PHX,2017-12-05 0:00,2018,1
0.444,0.352,0.781,33.4,10.0,42.6,23.5,3.9,14.9,104.5,3.41,3.42,104.5,111.0,3.5,0.345,0.546,OKC,UTA,2017-12-05 0:00,2018,1
0.446,0.391,0.747,34.1,8.4,43.6,24.1,4.3,15.5,113.6,0.04,0.15,113.6,107.6,0.1,0.314,0.564,LAC,MIN,2017-12-06 0:00,2018,0
0.45,0.354,0.804,35.0,10.3,44.4,21.8,4.6,15.2,110.3,1.3,1.48,110.3,110.2,1.3,0.319,0.573,NOP,DEN,2017-12-06 0:00,2018,1
0.472,0.354,0.745,34.3,12.8,46.2,23.0,4.3,14.1,110.7,0.94,0.59,110.7,107.2,1.0,0.379,0.584,CLE,SAC,2017-12-06 0:00,2018,1
0.478,0.36,0.794,34.0,8.4,42.9,24.0,5.6,14.0,106.3,1.38,1.18,106.3,109.5,1.4,0.284,0.557,IND,CHI,2017-12-06 0:00,2018,1
0.467,0.372,0.772,35.6,8.6,42.9,25.8,4.4,13.6,112.9,2.89,2.89,112.9,111.9,3.1,0.282,0.543,SAS,MIA,2017-12-06 0:00,2018,1
0.472,0.373,0.772,33.4,10.5,45.2,27.0,5.1,15.8,107.2,-4.82,-4.92,107.2,107.3,-4.9,0.342,0.545,ORL,ATL,2017-12-06 0:00,2018,1
0.45,0.356,0.772,34.4,9.7,44.6,23.2,4.7,14.9,106.9,-3.56,-3.53,106.9,110.6,-3.6,0.266,0.544,NYK,MEM,2017-12-06 0:00,2018,1
0.46,0.357,0.759,35.8,10.7,43.4,22.0,4.9,15.6,113.4,0.26,0.07,113.4,111.1,0.3,0.314,0.549,CHA,GSW,2017-12-06 0:00,2018,0
0.441,0.375,0.781,36.3,9.9,42.9,23.7,4.8,15.7,103.7,3.59,3.23,103.7,111.1,3.7,0.357,0.552,BOS,DAL,2017-12-06 0:00,2018,1
0.471,0.352,0.804,32.4,10.7,45.1,22.6,4.6,14.4,107.1,-0.3,-0.45,107.1,110.7,-0.3,0.297,0.571,MIL,DET,2017-12-06 0:00,2018,1
0.452,0.362,0.716,33.7,8.5,43.5,20.1,5.3,15.7,109.6,-9.37,-8.8,109.6,108.3,-9.3,0.32,0.532,PHX,WAS,2017-12-07 0:00,2018,0
0.45,0.36,0.714,35.6,9.6,44.9,21.8,4.6,15.5,106.8,4.3,4.47,106.8,106.3,4.5,0.357,0.564,UTA,HOU,2017-12-07 0:00,2018,0
0.453,0.369,0.763,34.9,10.0,43.9,21.9,5.2,15.3,109.5,-3.74,-3.67,109.5,108.1,-3.7,0.411,0.551,BKN,OKC,2017-12-07 0:00,2018,1
0.47,0.334,0.785,36.4,10.2,43.9,25.7,5.0,14.5,103.5,4.5,4.3,103.5,112.8,4.5,0.344,0.568,PHI,LAL,2017-12-07 0:00,2018,0
0.435,0.351,0.747,34.0,9.0,42.4,23.6,3.6,12.8,105.2,1.38,1.18,105.2,110.1,1.4,0.284,0.557,IND,CLE,2017-12-08 0:00,2018,1
0.444,0.355,0.779,33.4,9.7,45.0,23.5,3.9,15.0,103.8,-4.82,-4.92,103.8,110.9,-4.9,0.342,0.545,ORL,DEN,2017-12-08 0:00,2018,0
0.446,0.362,0.783,35.0,9.2,44.4,24.1,4.3,13.8,114.7,1.3,1.48,114.7,106.1,1.3,0.319,0.573,NOP,SAC,2017-12-08 0:00,2018,0
0.472,0.377,0.772,34.7,9.7,46.0,27.0,5.1,15.1,107.6,-0.15,-0.26,107.6,103.9,-0.1,0.333,0.543,DET,GSW,2017-12-08 0:00,2018,0
0.464,0.375,0.752,32.6,10.3,44.2,23.9,5.3,15.5,109.3,-6.21,-5.81,109.3,108.7,-6.5,0.317,0.539,MEM,TOR,2017-12-08 0:00,2018,0
0.462,0.391,0.771,35.6,8.4,43.6,23.3,5.3,14.4,113.6,2.89,2.89,113.6,107.6,3.1,0.282,0.543,SAS,BOS,2017-12-08 0:00,2018,1
0.476,0.357,0.781,35.8,10.7,43.4,23.8,3.9,15.6,113.4,0.26,0.07,113.4,111.1,0.3,0.314,0.549,CHA,CHI,2017-12-08 0:00,2018,0
0.442,0.36,0.772,32.4,9.2,42.6,21.2,4.5,14.5,105.0,-0.3,-0.45,105.0,110.6,-0.3,0.297,0.571,MIL,DAL,2017-12-08 0:00,2018,1
0.45,0.356,0.743,33.7,9.7,44.6,23.5,4.0,15.7,106.9,-9.37,-8.8,106.9,110.6,-9.3,0.32,0.532,PHX,SAS,2017-12-09 0:00,2018,0
0.453,0.372,0.8,33.4,8.6,42.9,21.9,5.2,14.3,112.9,-5.45,-5.3,112.9,111.9,-5.6,0.363,0.547,ATL,ORL,2017-12-09 0:00,2018,1
0.478,0.362,0.747,34.3,9.2,44.4,24.0,5.6,13.8,114.7,0.94,0.59,114.7,106.1,1.0,0.379,0.584,CLE,PHI,2017-12-09 0:00,2018,1
0.452,0.369,0.716,32.4,10.2,46.0,23.8,5.0,14.9,109.4,-0.3,-0.45,109.4,109.1,-0.3,0.297,0.571,MIL,UTA,2017-12-09 0:00,2018,1
0.455,0.358,0.767,35.8,9.9,44.8,23.5,5.5,15.3,113.8,0.26,0.07,113.8,105.9,0.3,0.314,0.549,CHA,LAL,2017-12-09 0:00,2018,0
0.441,0.369,0.815,35.3,10.0,43.9,23.7,4.8,12.8,109.5,-7.04,-6.84,109.5,108.1,-7.1,0.35,0.529,CHI,NYK,2017-12-09 0:00,2018,1
0.46,0.351,0.759,34.9,9.0,42.4,22.0,4.9,13.9,105.2,-3.74,-3.67,105.2,110.1,-3.7,0.411,0.551,BKN,MIA,2017-12-09 0:00,2018,0
0.452,0.355,0.763,34.1,8.7,41.1,20.1,5.3,14.9,109.8,0.04,0.15,109.8,110.1,0.1,0.314,0.564,LAC,WAS,2017-12-09 0:00,2018,1
0.472,0.371,0.785,32.6,11.2,45.5,24.8,6.2,14.1,112.5,-6.21,-5.81,112.5,111.0,-6.5,0.317,0.539,MEM,OKC,2017-12-09 0:00,2018,0
0.446,0.377,0.752,36.4,9.7,46.0,24.1,4.3,12.9,107.6,2.6,2.6,107.6,103.9,2.7,0.324,0.549,POR,HOU,2017-12-09 0:00,2018,0
0.455,0.369,0.787,35.0,10.9,47.3,23.5,5.5,14.4,109.5,1.3,1.48,109.5,105.0,1.3,0.319,0.573,NOP,PHI,2017-12-10 0:00,2018,1
0.461,0.352,0.779,34.0,10.0,42.6,23.4,4.7,15.6,104.5,1.38,1.18,104.5,111.0,1.4,0.284,0.557,IND,DEN,2017-12-10 0:00,2018,1
0.442,0.375,0.779,32.7,10.3,44.2,21.2,4.5,14.6,109.3,2.23,2.35,109.3,108.7,2.3,0.261,0.566,MIN,DAL,2017-12-10 0:00,2018,1
0.45,0.372,0.741,33.0,8.6,42.9,22.6,4.4,15.8,112.9,-6.99,-6.6,112.9,111.9,-7.4,0.278,0.529,SAC,TOR,2017-12-10 0:00,2018,0
0.444,0.36,0.745,34.4,9.6,44.9,22.7,5.1,12.8,106.8,-3.56,-3.53,106.8,106.3,-3.6,0.266,0.544,NYK,ATL,2017-12-10 0:00,2018,1
0.462,0.352,0.716,34.7,10.7,45.1,23.3,5.3,15.5,107.1,-0.15,-0.26,107.1,110.7,-0.1,0.333,0.543,DET,BOS,2017-12-10 0:00,2018,0
0.45,0.352,0.783,35.3,10.0,42.6,23.2,4.7,13.8,104.5,-7.04,-6.84,104.5,111.0,-7.1,0.35,0.529,CHI,BOS,2017-12-11 0:00,2018,1
0.45,0.352,0.757,35.2,10.9,46.4,21.8,4.6,14.4,107.9,8.48,8.21,107.9,104.8,8.6,0.502,0.59,HOU,NOP,2017-12-11 0:00,2018,1
0.467,0.362,0.755,32.6,9.2,44.4,25.8,4.4,14.0,114.7,-6.21,-5.81,114.7,106.1,-6.5,0.317,0.539,MEM,MIA,2017-12-11 0:00,2018,0
0.472,0.369,0.815,35.1,10.2,46.0,23.0,4.3,14.5,109.4,5.98,5.79,109.4,109.1,6.0,0.339,0.603,GSW,POR,2017-12-11 0:00,2018,1
0.464,0.357,0.772,34.1,10.7,43.4,23.9,5.3,13.8,113.4,0.04,0.15,113.4,111.1,0.1,0.314,0.564,LAC,TOR,2017-12-11 0:00,2018,1
0.453,0.373,0.781,33.4,10.5,45.2,21.9,5.2,14.3,107.2,3.41,3.42,107.2,107.3,3.5,0.345,0.546,OKC,CHA,2017-12-11 0:00,2018,0
0.461,0.358,0.8,34.4,9.9,44.8,23.4,4.7,14.8,113.8,-3.04,-2.7,113.8,105.9,-3.2,0.382,0.544,DAL,SAS,2017-12-12 0:00,2018,1
0.45,0.375,0.794,34.3,10.3,44.2,23.2,4.7,14.6,109.3,0.94,0.59,109.3,108.7,1.0,0.379,0.584,CLE,ATL,2017-12-12 0:00,2018,1
0.442,0.356,0.785,34.7,9.7,44.6,21.2,4.5,15.0,106.9,-0.15,-0.26,106.9,110.6,-0.1,0.333,0.543,DET,DEN,2017-12-12 0:00,2018,0
0.478,0.352,0.755,34.9,10.9,46.4,24.0,5.6,15.6,107.9,-3.74,-3.67,107.9,104.8,-3.7,0.411,0.551,BKN,WAS,2017-12-12 0:00,2018,1
0.457,0.355,0.714,32.7,9.7,45.0,23.9,5.9,13.6,103.8,2.23,2.35,103.8,110.9,2.3,0.261,0.566,MIN,PHI,2017-12-12 0:00,2018,0
0.455,0.362,0.741,33.0,9.2,44.4,23.5,5.5,14.4,114.7,-6.99,-6.6,114.7,106.1,-7.4,0.278,0.529,SAC,PHX,2017-12-12 0:00,2018,1
0.47,0.357,0.735,34.4,10.7,43.4,25.7,5.0,15.5,113.4,-3.56,-3.53,113.4,111.1,-3.6,0.266,0.544,NYK,LAL,2017-12-12 0:00,2018,1
0.444,0.354,0.786,35.0,12.8,46.2,23.5,3.9,14.9,110.7,1.3,1.48,110.7,107.2,1.3,0.319,0.573,NOP,MIL,2017-12-13 0:00,2018,1
0.45,0.345,0.815,35.3,10.5,45.7,23.5,4.0,14.4,106.5,0.48,0.15,106.5,108.0,0.5,0.358,0.551,MIA,POR,2017-12-13 0:00,2018,0
0.471,0.36,0.779,34.0,8.4,42.9,22.6,4.6,14.1,106.3,1.38,1.18,106.3,109.5,1.4,0.284,0.557,IND,OKC,2017-12-13 0:00,2018,0
0.435,0.36,0.771,33.7,9.2,42.6,23.6,3.6,15.8,105.0,-9.37,-8.8,105.0,110.6,-9.3,0.32,0.532,PHX,TOR,2017-12-13 0:00,2018,0
0.476,0.369,0.747,33.4,10.2,46.0,23.5,4.4,15.3,109.4,-4.82,-4.92,109.4,109.1,-4.9,0.342,0.545,ORL,LAC,2017-12-13 0:00,2018,0
0.453,0.369,0.772,35.3,10.0,43.9,21.9,5.2,14.8,109.5,-7.04,-6.84,109.5,108.1,-7.1,0.35,0.529,CHI,UTA,2017-12-13 0:00,2018,1
0.461,0.355,0.779,35.2,8.7,41.1,23.4,4.7,13.9,109.8,8.48,8.21,109.8,110.1,8.6,0.502,0.59,HOU,CHA,2017-12-13 0:00,2018,1
0.483,0.375,0.787,36.3,10.3,44.2,26.3,5.8,15.5,109.3,3.59,3.23,109.3,108.7,3.7,0.357,0.552,BOS,DEN,2017-12-13 0:00,2018,1
0.446,0.369,0.815,33.9,10.9,47.3,24.1,4.3,15.3,109.5,0.59,0.53,109.5,105.0,0.6,0.31,0.56,WAS,MEM,2017-12-13 0:00,2018,1
0.45,0.377,0.716,35.1,9.7,46.0,21.8,4.6,14.6,107.6,5.98,5.79,107.6,103.9,6.0,0.339,0.603,GSW,DAL,2017-12-14 0:00,2018,1
0.472,0.362,0.714,32.7,9.2,44.4,23.0,4.3,14.5,114.7,2.23,2.35,114.7,106.1,2.3,0.261,0.566,MIN,SAC,2017-12-14 0:00,2018,1
0.45,0.356,0.771,33.4,9.7,44.6,22.6,4.4,15.7,106.9,-5.45,-5.3,106.9,110.6,-5.6,0.363,0.547,ATL,DET,2017-12-14 0:00,2018,0
0.452,0.354,0.741,34.9,10.3,44.4,20.1,5.3,13.8,110.3,-3.74,-3.67,110.3,110.2,-3.7,0.411,0.551,BKN,NYK,2017-12-14 0:00,2018,0
0.45,0.366,0.783,34.3,10.5,46.9,23.2,4.7,14.9,109.1,0.94,0.59,109.1,106.4,1.0,0.379,0.584,CLE,LAL,2017-12-14 0:00,2018,1
0.457,0.369,0.772,35.2,10.2,46.0,23.9,5.9,14.1,109.4,8.48,8.21,109.4,109.1,8.6,0.502,0.59,HOU,SAS,2017-12-15 0:00,2018,1
0.478,0.354,0.755,35.8,12.8,46.2,24.0,5.6,15.0,110.7,0.26,0.07,110.7,107.2,0.3,0.314,0.549,CHA,MIA,2017-12-15 0:00,2018,0
0.452,0.371,0.767,34.9,11.2,45.5,23.8,5.0,14.4,112.5,7.78,7.29,112.5,111.0,7.9,0.377,0.575,TOR,BKN,2017-12-15 0:00,2018,1
0.483,0.391,0.763,34.0,8.4,43.6,26.3,5.8,14.4,113.6,1.38,1.18,113.6,107.6,1.4,0.284,0.557,IND,DET,2017-12-15 0:00,2018,0
0.467,0.355,0.745,33.4,9.7,45.0,25.8,4.4,13.6,103.8,-4.82,-4.92,103.8,110.9,-4.9,0.342,0.545,ORL,POR,2017-12-15 0:00,2018,0
0.461,0.36,0.743,32.4,8.4,42.9,23.4,4.7,12.9,106.3,-0.3,-0.45,106.3,109.5,-0.3,0.297,0.571,MIL,CHI,2017-12-15 0:00,2018,0
0.472,0.36,0.759,34.3,9.2,42.6,24.8,6.2,14.1,105.0,1.48,1.57,105.0,110.6,1.5,0.357,0.57,DEN,NOP,2017-12-15 0:00,2018,1
0.45,0.369,0.804,36.3,10.9,47.3,22.6,4.4,15.2,109.5,3.59,3.23,109.5,105.0,3.7,0.357,0.552,BOS,UTA,2017-12-15 0:00,2018,0
0.455,0.352,0.716,36.4,10.7,45.1,23.5,5.5,14.4,107.1,4.5,4.3,107.1,110.7,4.5,0.344,0.568,PHI,OKC,2017-12-15 0:00,2018,0
0.453,0.366,0.714,32.6,9.4,45.0,21.9,5.2,15.1,108.4,-6.21,-5.81,108.4,103.9,-6.5,0.317,0.539,MEM,ATL,2017-12-15 0:00,2018,1
0.435,0.372,0.772,33.9,8.6,42.9,23.6,3.6,14.9,112.9,0.59,0.53,112.9,111.9,0.6,0.31,0.56,WAS,LAC,2017-12-15 0:00,2018,1
0.446,0.334,0.785,34.3,10.2,43.9,24.1,4.3,15.7,103.5,0.94,0.59,103.5,112.8,1.0,0.379,0.584,CLE,UTA,2017-12-16 0:00,2018,1
0.47,0.373,0.747,35.3,10.5,45.2,25.7,5.0,14.0,107.2,0.48,0.15,107.2,107.3,0.5,0.358,0.551,MIA,LAC,2017-12-16 0:00,2018,1
0.452,0.354,0.815,34.4,12.8,46.2,23.8,5.0,15.3,110.7,-3.56,-3.53,110.7,107.2,-3.6,0.266,0.544,NYK,OKC,2017-12-16 0:00,2018,1
0.45,0.355,0.779,32.6,8.7,41.1,23.5,4.0,14.3,109.8,-6.21,-5.81,109.8,110.1,-6.5,0.317,0.539,MEM,BOS,2017-12-16 0:00,2018,0
0.462,0.351,0.735,35.6,9.0,42.4,23.3,5.3,14.9,105.2,2.89,2.89,105.2,110.1,3.1,0.282,0.543,SAS,DAL,2017-12-16 0:00,2018,1
0.483,0.36,0.8,35.2,9.6,44.9,26.3,5.8,14.8,106.8,8.48,8.21,106.8,106.3,8.6,0.502,0.59,HOU,MIL,2017-12-16 0:00,2018,1
