FG.,percent_3pt,percent_FT,DRB,ORB,TRB,AST,BLK,TOV,PTS,MarginOfVictory,SimpleRatngSystem,ORtg,DRtg,NRtg,X3PAr,TS.,team_abbreviation_home,team_abbreviation_away,game_date,game_yearEnd,wl_home
0.45,0.391,0.771,35.8,8.4,43.6,23.2,4.7,15.2,113.6,0.26,0.07,113.6,107.6,0.3,0.314,0.549,CHA,POR,2017-12-16 0:00,2018,0
0.442,0.356,0.772,32.7,9.7,44.6,21.2,4.5,15.6,106.9,2.23,2.35,106.9,110.6,2.3,0.261,0.566,MIN,PHX,2017-12-16 0:00,2018,0
0.472,0.362,0.783,34.7,9.2,44.4,23.0,4.3,14.5,114.7,-0.15,-0.26,114.7,106.1,-0.1,0.333,0.543,DET,ORL,2017-12-17 0:00,2018,1
0.471,0.366,0.757,34.9,10.5,46.9,22.6,4.6,15.0,109.1,7.78,7.29,109.1,106.4,7.9,0.377,0.575,TOR,SAC,2017-12-17 0:00,2018,1
0.46,0.358,0.772,33.9,9.9,44.8,22.0,4.9,12.8,113.8,0.59,0.53,113.8,105.9,0.6,0.31,0.56,WAS,CLE,2017-12-17 0:00,2018,0
0.467,0.36,0.772,34.9,9.2,42.6,25.8,4.4,15.3,105.0,-3.74,-3.67,105.0,110.6,-3.7,0.411,0.551,BKN,IND,2017-12-17 0:00,2018,0
0.453,0.36,0.714,35.6,9.6,44.9,21.9,5.2,14.1,106.8,2.89,2.89,106.8,106.3,3.1,0.282,0.543,SAS,LAC,2017-12-18 0:00,2018,1
0.45,0.345,0.794,35.3,10.5,45.7,22.6,4.4,16.4,106.5,-7.04,-6.84,106.5,108.0,-7.1,0.35,0.529,CHI,PHI,2017-12-18 0:00,2018,1
0.472,0.334,0.735,35.2,10.2,43.9,24.8,6.2,14.1,103.5,8.48,8.21,103.5,112.8,8.6,0.502,0.59,HOU,UTA,2017-12-18 0:00,2018,1
0.476,0.375,0.815,32.7,9.9,42.9,23.5,4.4,14.9,103.7,2.23,2.35,103.7,111.1,2.3,0.261,0.566,MIN,POR,2017-12-18 0:00,2018,1
0.435,0.352,0.755,33.4,10.0,42.6,23.6,3.6,15.7,104.5,3.41,3.42,104.5,111.0,3.5,0.345,0.546,OKC,DEN,2017-12-18 0:00,2018,1
0.441,0.391,0.716,35.2,8.4,43.6,23.7,4.8,14.5,113.6,-1.55,-1.44,113.6,107.6,-1.5,0.329,0.548,LAL,GSW,2017-12-18 0:00,2018,0
0.45,0.366,0.759,34.4,9.4,45.0,22.6,4.4,12.8,108.4,-3.04,-2.7,108.4,103.9,-3.2,0.382,0.544,DAL,PHX,2017-12-18 0:00,2018,0
0.464,0.377,0.785,33.4,9.7,46.0,23.9,5.3,14.0,107.6,-5.45,-5.3,107.6,103.9,-5.6,0.363,0.547,ATL,MIA,2017-12-18 0:00,2018,1
0.471,0.369,0.767,35.8,10.2,46.0,22.6,4.6,15.6,109.4,0.26,0.07,109.4,109.1,0.3,0.314,0.549,CHA,NYK,2017-12-18 0:00,2018,1
0.442,0.375,0.757,34.0,10.3,44.2,21.2,4.5,14.3,109.3,1.38,1.18,109.3,108.7,1.4,0.284,0.557,IND,BOS,2017-12-18 0:00,2018,0
0.476,0.369,0.745,32.4,10.0,43.9,23.8,3.9,16.4,109.5,-0.3,-0.45,109.5,108.1,-0.3,0.297,0.571,MIL,CLE,2017-12-19 0:00,2018,1
0.462,0.352,0.815,33.9,10.7,45.1,23.3,5.3,13.8,107.1,0.59,0.53,107.1,110.7,0.6,0.31,0.56,WAS,NOP,2017-12-19 0:00,2018,1
0.478,0.391,0.779,36.4,8.4,43.6,24.0,5.6,14.9,113.6,4.5,4.3,113.6,107.6,4.5,0.344,0.568,PHI,SAC,2017-12-19 0:00,2018,0
0.455,0.354,0.772,36.3,12.8,46.2,23.5,5.5,15.3,110.7,3.59,3.23,110.7,107.2,3.7,0.357,0.552,BOS,MIA,2017-12-20 0:00,2018,0
0.452,0.345,0.771,35.2,10.5,45.7,23.8,5.0,12.9,106.5,8.48,8.21,106.5,108.0,8.6,0.502,0.59,HOU,LAL,2017-12-20 0:00,2018,0
0.441,0.377,0.741,34.9,9.7,46.0,23.7,4.8,14.4,107.6,-3.74,-3.67,107.6,103.9,-3.7,0.411,0.551,BKN,SAC,2017-12-20 0:00,2018,0
0.461,0.334,0.779,34.1,10.2,43.9,23.4,4.7,14.9,103.5,0.04,0.15,103.5,112.8,0.1,0.314,0.564,LAC,PHX,2017-12-20 0:00,2018,1
0.45,0.355,0.743,36.4,8.7,41.1,23.2,4.7,13.8,109.8,2.6,2.6,109.8,110.1,2.7,0.324,0.549,POR,SAS,2017-12-20 0:00,2018,0
0.467,0.352,0.781,35.8,10.9,46.4,25.8,4.4,14.8,107.9,0.26,0.07,107.9,104.8,0.3,0.314,0.549,CHA,TOR,2017-12-20 0:00,2018,0
0.444,0.36,0.772,33.4,9.6,44.9,23.5,3.9,15.2,106.8,3.41,3.42,106.8,106.3,3.5,0.345,0.546,OKC,UTA,2017-12-20 0:00,2018,1
0.47,0.371,0.716,34.3,11.2,45.5,25.7,5.0,13.9,112.5,1.48,1.57,112.5,111.0,1.5,0.357,0.57,DEN,MIN,2017-12-20 0:00,2018,0
0.435,0.36,0.735,35.1,8.4,42.9,23.6,3.6,15.0,106.3,5.98,5.79,106.3,109.5,6.0,0.339,0.603,GSW,MEM,2017-12-20 0:00,2018,1
0.472,0.373,0.794,35.3,10.5,45.2,27.0,5.1,14.0,107.2,-7.04,-6.84,107.2,107.3,-7.1,0.35,0.529,CHI,ORL,2017-12-20 0:00,2018,1
0.46,0.354,0.804,34.4,10.3,44.4,22.0,4.9,15.6,110.3,-3.04,-2.7,110.3,110.2,-3.2,0.382,0.544,DAL,DET,2017-12-20 0:00,2018,1
0.471,0.355,0.759,33.4,9.7,45.0,22.6,4.6,12.8,103.8,-5.45,-5.3,103.8,110.9,-5.6,0.363,0.547,ATL,IND,2017-12-20 0:00,2018,0
0.444,0.357,0.772,36.4,10.7,43.4,22.7,5.1,15.7,113.4,4.5,4.3,113.4,111.1,4.5,0.344,0.568,PHI,TOR,2017-12-21 0:00,2018,0
0.45,0.354,0.735,34.4,12.8,46.2,23.2,4.7,14.9,110.7,-3.56,-3.53,110.7,107.2,-3.6,0.266,0.544,NYK,BOS,2017-12-21 0:00,2018,1
0.444,0.345,0.787,35.6,10.5,45.7,23.5,3.9,14.4,106.5,4.3,4.47,106.5,108.0,4.5,0.357,0.564,UTA,SAS,2017-12-21 0:00,2018,1
0.452,0.362,0.743,34.3,8.5,43.5,20.1,5.3,15.2,109.6,0.94,0.59,109.6,108.3,1.0,0.379,0.584,CLE,CHI,2017-12-21 0:00,2018,1
0.461,0.36,0.741,33.7,9.2,42.6,23.4,4.7,13.8,105.0,-9.37,-8.8,105.0,110.6,-9.3,0.32,0.532,PHX,MEM,2017-12-21 0:00,2018,1
0.478,0.369,0.779,34.7,10.2,46.0,24.0,5.6,15.5,109.4,-0.15,-0.26,109.4,109.1,-0.1,0.333,0.543,DET,NYK,2017-12-22 0:00,2018,1
0.472,0.391,0.779,33.4,8.4,43.6,27.0,5.1,14.1,113.6,3.41,3.42,113.6,107.6,3.5,0.345,0.546,OKC,ATL,2017-12-22 0:00,2018,1
0.457,0.369,0.783,32.4,10.0,43.9,23.9,5.9,14.6,109.5,-0.3,-0.45,109.5,108.1,-0.3,0.297,0.571,MIL,CHA,2017-12-22 0:00,2018,1
0.455,0.375,0.755,33.4,9.9,42.9,23.5,5.5,12.9,103.7,-4.82,-4.92,103.7,111.1,-4.9,0.342,0.545,ORL,NOP,2017-12-22 0:00,2018,0
0.47,0.366,0.757,35.3,10.5,46.9,25.7,5.0,14.9,109.1,0.48,0.15,109.1,106.4,0.5,0.358,0.551,MIA,DAL,2017-12-22 0:00,2018,1
0.476,0.377,0.772,35.1,9.7,46.0,23.5,4.4,12.8,107.6,5.98,5.79,107.6,103.9,6.0,0.339,0.603,GSW,LAL,2017-12-22 0:00,2018,1
0.45,0.352,0.714,34.9,10.9,46.4,22.6,4.4,14.4,107.9,-3.74,-3.67,107.9,104.8,-3.7,0.411,0.551,BKN,WAS,2017-12-22 0:00,2018,1
0.471,0.355,0.771,35.2,8.7,41.1,22.6,4.6,15.6,109.8,8.48,8.21,109.8,110.1,8.6,0.502,0.59,HOU,LAC,2017-12-22 0:00,2018,0
0.472,0.351,0.772,36.4,9.0,42.4,23.0,4.3,13.6,105.2,2.6,2.6,105.2,110.1,2.7,0.324,0.549,POR,DEN,2017-12-22 0:00,2018,0
0.452,0.362,0.763,34.9,8.5,43.5,23.8,5.0,14.3,109.6,7.78,7.29,109.6,108.3,7.9,0.377,0.575,TOR,PHI,2017-12-23 0:00,2018,1
0.441,0.375,0.767,33.4,10.3,44.2,23.7,4.8,12.9,109.3,-5.45,-5.3,109.3,108.7,-5.6,0.363,0.547,ATL,DAL,2017-12-23 0:00,2018,1
0.45,0.345,0.759,35.3,10.5,45.7,23.5,4.0,15.5,106.5,0.48,0.15,106.5,108.0,0.5,0.358,0.551,MIA,NOP,2017-12-23 0:00,2018,0
0.467,0.358,0.752,35.2,9.9,44.8,25.8,4.4,12.8,113.8,-1.55,-1.44,113.8,105.9,-1.5,0.329,0.548,LAL,POR,2017-12-23 0:00,2018,0
0.452,0.375,0.781,33.7,9.9,42.9,20.1,5.3,15.2,103.7,-9.37,-8.8,103.7,111.1,-9.3,0.32,0.532,PHX,MIN,2017-12-23 0:00,2018,0
0.461,0.391,0.743,33.0,8.4,43.6,23.4,4.7,14.1,113.6,-6.99,-6.6,113.6,107.6,-7.4,0.278,0.529,SAC,SAS,2017-12-23 0:00,2018,0
0.444,0.36,0.786,32.6,9.6,44.9,23.5,3.9,15.1,106.8,-6.21,-5.81,106.8,106.3,-6.5,0.317,0.539,MEM,LAC,2017-12-23 0:00,2018,1
0.442,0.354,0.771,35.1,12.8,46.2,21.2,4.5,15.3,110.7,5.98,5.79,110.7,107.2,6.0,0.339,0.603,GSW,DEN,2017-12-23 0:00,2018,0
0.455,0.355,0.763,35.6,9.7,45.0,23.5,5.5,15.0,103.8,4.3,4.47,103.8,110.9,4.5,0.357,0.564,UTA,OKC,2017-12-23 0:00,2018,0
0.45,0.36,0.8,36.3,9.2,42.6,22.6,4.4,15.7,105.0,3.59,3.23,105.0,110.6,3.7,0.357,0.552,BOS,CHI,2017-12-23 0:00,2018,1
0.441,0.371,0.714,35.8,11.2,45.5,23.7,4.8,13.8,112.5,0.26,0.07,112.5,111.0,0.3,0.314,0.549,CHA,MIL,2017-12-23 0:00,2018,1
0.472,0.351,0.783,33.9,9.0,42.4,23.0,4.3,14.4,105.2,0.59,0.53,105.2,110.1,0.6,0.31,0.56,WAS,ORL,2017-12-23 0:00,2018,1
0.435,0.373,0.752,34.0,10.5,45.2,23.6,3.6,15.6,107.2,1.38,1.18,107.2,107.3,1.4,0.284,0.557,IND,BKN,2017-12-23 0:00,2018,1
0.483,0.391,0.772,34.4,8.4,43.6,26.3,5.8,13.6,113.6,-3.56,-3.53,113.6,107.6,-3.6,0.266,0.544,NYK,PHI,2017-12-25 0:00,2018,0
0.476,0.366,0.755,35.1,9.4,45.0,23.5,4.4,16.4,108.4,5.98,5.79,108.4,103.9,6.0,0.339,0.603,GSW,CLE,2017-12-25 0:00,2018,1
0.471,0.362,0.767,33.4,8.5,43.5,22.6,4.6,15.0,109.6,3.41,3.42,109.6,108.3,3.5,0.345,0.546,OKC,HOU,2017-12-25 0:00,2018,1
0.444,0.377,0.804,35.2,9.7,46.0,23.5,3.9,14.3,107.6,-1.55,-1.44,107.6,103.9,-1.5,0.329,0.548,LAL,MIN,2017-12-25 0:00,2018,0
0.453,0.334,0.735,36.3,10.2,43.9,21.9,5.2,15.8,103.5,3.59,3.23,103.5,112.8,3.7,0.357,0.552,BOS,WAS,2017-12-25 0:00,2018,0
0.461,0.369,0.743,33.7,10.0,43.9,23.4,4.7,12.8,109.5,-9.37,-8.8,109.5,108.1,-9.3,0.32,0.532,PHX,MEM,2017-12-26 0:00,2018,1
0.472,0.354,0.779,32.4,10.3,44.4,24.8,6.2,15.3,110.3,-0.3,-0.45,110.3,110.2,-0.3,0.297,0.571,MIL,CHI,2017-12-26 0:00,2018,0
0.478,0.362,0.757,35.6,9.2,44.4,24.0,5.6,12.9,114.7,2.89,2.89,114.7,106.1,3.1,0.282,0.543,SAS,BKN,2017-12-26 0:00,2018,1
0.476,0.375,0.772,35.3,10.3,44.2,23.5,4.4,14.6,109.3,0.48,0.15,109.3,108.7,0.5,0.358,0.551,MIA,ORL,2017-12-26 0:00,2018,1
0.45,0.354,0.745,34.3,12.8,46.2,21.8,4.6,13.8,110.7,1.48,1.57,110.7,107.2,1.5,0.357,0.57,DEN,UTA,2017-12-26 0:00,2018,1
0.441,0.375,0.772,34.4,9.9,42.9,23.7,4.8,15.7,103.7,-3.04,-2.7,103.7,111.1,-3.2,0.382,0.544,DAL,TOR,2017-12-26 0:00,2018,1
0.46,0.358,0.8,34.7,9.9,44.8,22.0,4.9,12.8,113.8,-0.15,-0.26,113.8,105.9,-0.1,0.333,0.543,DET,IND,2017-12-26 0:00,2018,1
0.464,0.357,0.714,34.1,10.7,43.4,23.9,5.3,13.8,113.4,0.04,0.15,113.4,111.1,0.1,0.314,0.564,LAC,SAC,2017-12-26 0:00,2018,1
0.47,0.355,0.763,35.3,9.7,45.0,25.7,5.0,13.6,103.8,-7.04,-6.84,103.8,110.9,-7.1,0.35,0.529,CHI,NYK,2017-12-27 0:00,2018,1
0.467,0.356,0.741,32.7,9.7,44.6,25.8,4.4,14.1,106.9,2.23,2.35,106.9,110.6,2.3,0.261,0.566,MIN,DEN,2017-12-27 0:00,2018,1
0.444,0.375,0.755,33.4,9.9,42.9,22.7,5.1,15.0,103.7,3.41,3.42,103.7,111.1,3.5,0.345,0.546,OKC,TOR,2017-12-27 0:00,2018,1
0.472,0.352,0.735,35.2,10.7,45.1,23.0,4.3,12.8,107.1,-1.55,-1.44,107.1,110.7,-1.5,0.329,0.548,LAL,MEM,2017-12-27 0:00,2018,0
0.45,0.354,0.772,35.0,10.3,44.4,22.6,4.4,14.9,110.3,1.3,1.48,110.3,110.2,1.3,0.319,0.573,NOP,BKN,2017-12-27 0:00,2018,1
0.461,0.334,0.779,33.4,10.2,43.9,23.4,4.7,12.9,103.5,-5.45,-5.3,103.5,112.8,-5.6,0.363,0.547,ATL,WAS,2017-12-27 0:00,2018,1
0.472,0.372,0.815,35.8,8.6,42.9,24.8,6.2,14.9,112.9,0.26,0.07,112.9,111.9,0.3,0.314,0.549,CHA,BOS,2017-12-27 0:00,2018,0
0.472,0.366,0.759,35.1,9.4,45.0,27.0,5.1,15.7,108.4,5.98,5.79,108.4,103.9,6.0,0.339,0.603,GSW,UTA,2017-12-27 0:00,2018,1
0.467,0.355,0.772,34.0,8.7,41.1,25.8,4.4,15.1,109.8,1.38,1.18,109.8,110.1,1.4,0.284,0.557,IND,DAL,2017-12-27 0:00,2018,0
0.478,0.36,0.804,33.0,9.6,44.9,24.0,5.6,15.8,106.8,-6.99,-6.6,106.8,106.3,-7.4,0.278,0.529,SAC,CLE,2017-12-27 0:00,2018,1
0.446,0.351,0.743,36.4,9.0,42.4,24.1,4.3,15.0,105.2,2.6,2.6,105.2,110.1,2.7,0.324,0.549,POR,PHI,2017-12-28 0:00,2018,1
0.45,0.356,0.763,36.3,9.7,44.6,21.8,4.6,13.9,106.9,3.59,3.23,106.9,110.6,3.7,0.357,0.552,BOS,HOU,2017-12-28 0:00,2018,1
0.47,0.345,0.716,35.6,10.5,45.7,25.7,5.0,15.7,106.5,2.89,2.89,106.5,108.0,3.1,0.282,0.543,SAS,NYK,2017-12-28 0:00,2018,1
0.476,0.377,0.714,32.4,9.7,46.0,23.5,4.4,14.4,107.6,-0.3,-0.45,107.6,103.9,-0.3,0.297,0.571,MIL,MIN,2017-12-28 0:00,2018,1
0.483,0.375,0.794,33.4,10.3,44.2,26.3,5.8,14.1,109.3,-4.82,-4.92,109.3,108.7,-4.9,0.342,0.545,ORL,DET,2017-12-28 0:00,2018,1
0.472,0.36,0.783,35.0,8.4,42.9,23.0,4.3,15.3,106.3,1.3,1.48,106.3,109.5,1.3,0.319,0.573,NOP,DAL,2017-12-29 0:00,2018,0
0.442,0.371,0.804,33.9,11.2,45.5,21.2,4.5,16.4,112.5,0.59,0.53,112.5,111.0,0.6,0.31,0.56,WAS,HOU,2017-12-29 0:00,2018,1
0.444,0.355,0.815,35.2,9.7,45.0,23.5,3.9,14.9,103.8,-1.55,-1.44,103.8,110.9,-1.5,0.329,0.548,LAL,LAC,2017-12-29 0:00,2018,0
0.457,0.369,0.747,34.9,10.9,47.3,23.9,5.9,15.2,109.5,7.78,7.29,109.5,105.0,7.9,0.377,0.575,TOR,ATL,2017-12-29 0:00,2018,1
0.472,0.362,0.772,33.0,9.2,44.4,24.8,6.2,14.0,114.7,-6.99,-6.6,114.7,106.1,-7.4,0.278,0.529,SAC,PHX,2017-12-29 0:00,2018,0
0.435,0.354,0.781,35.1,10.3,44.4,23.6,3.6,14.5,110.3,5.98,5.79,110.3,110.2,6.0,0.339,0.603,GSW,CHA,2017-12-29 0:00,2018,0
0.467,0.352,0.787,35.3,10.0,42.6,25.8,4.4,15.3,104.5,0.48,0.15,104.5,111.0,0.5,0.358,0.551,MIA,BKN,2017-12-29 0:00,2018,0
0.45,0.377,0.767,33.4,9.7,46.0,21.8,4.6,14.0,107.6,3.41,3.42,107.6,103.9,3.5,0.345,0.546,OKC,MIL,2017-12-29 0:00,2018,0
0.471,0.36,0.772,35.3,8.4,42.9,22.6,4.6,14.8,106.3,-7.04,-6.84,106.3,109.5,-7.1,0.35,0.529,CHI,IND,2017-12-29 0:00,2018,1
0.476,0.366,0.786,33.4,10.5,46.9,23.5,4.4,15.8,109.1,-5.45,-5.3,109.1,106.4,-5.6,0.363,0.547,ATL,POR,2017-12-30 0:00,2018,1
0.455,0.345,0.779,34.3,10.5,45.7,23.5,5.5,13.6,106.5,1.48,1.57,106.5,108.0,1.5,0.357,0.57,DEN,PHI,2017-12-30 0:00,2018,0
0.442,0.355,0.735,33.4,8.7,41.1,21.2,4.5,14.4,109.8,-4.82,-4.92,109.8,110.1,-4.9,0.342,0.545,ORL,MIA,2017-12-30 0:00,2018,0
0.464,0.369,0.714,34.7,10.9,47.3,23.9,5.3,14.4,109.5,-0.15,-0.26,109.5,105.0,-0.1,0.333,0.543,DET,SAS,2017-12-30 0:00,2018,1
0.446,0.352,0.794,35.1,10.9,46.4,24.1,4.3,15.7,107.9,5.98,5.79,107.9,104.8,6.0,0.339,0.603,GSW,MEM,2017-12-30 0:00,2018,1
0.467,0.36,0.752,35.6,9.6,44.9,25.8,4.4,14.9,106.8,4.3,4.47,106.8,106.3,4.5,0.357,0.564,UTA,CLE,2017-12-30 0:00,2018,1
0.45,0.371,0.772,35.0,11.2,45.5,23.5,4.0,15.2,112.5,1.3,1.48,112.5,111.0,1.3,0.319,0.573,NOP,NYK,2017-12-30 0:00,2018,0
0.444,0.357,0.783,36.3,10.7,43.4,22.7,5.1,14.1,113.4,3.59,3.23,113.4,111.1,3.7,0.357,0.552,BOS,BKN,2017-12-31 0:00,2018,1
0.453,0.375,0.785,33.7,9.9,42.9,21.9,5.2,14.3,103.7,-9.37,-8.8,103.7,111.1,-9.3,0.32,0.532,PHX,PHI,2017-12-31 0:00,2018,0
0.435,0.354,0.747,34.0,10.3,44.4,23.6,3.6,12.8,110.3,1.38,1.18,110.3,110.2,1.4,0.284,0.557,IND,MIN,2017-12-31 0:00,2018,0
0.462,0.369,0.767,34.1,10.0,43.9,23.3,5.3,14.5,109.5,0.04,0.15,109.5,108.1,0.1,0.314,0.564,LAC,CHA,2017-12-31 0:00,2018,1
0.472,0.351,0.804,35.2,9.0,42.4,27.0,5.1,14.0,105.2,8.48,8.21,105.2,110.1,8.6,0.502,0.59,HOU,LAL,2017-12-31 0:00,2018,1
0.471,0.356,0.772,33.9,9.7,44.6,22.6,4.6,14.1,106.9,0.59,0.53,106.9,110.6,0.6,0.31,0.56,WAS,CHI,2017-12-31 0:00,2018,1
0.441,0.373,0.779,33.4,10.5,45.2,23.7,4.8,14.0,107.2,3.41,3.42,107.2,107.3,3.5,0.345,0.546,OKC,DAL,2017-12-31 0:00,2018,0
0.476,0.375,0.741,33.0,10.3,44.2,23.8,3.9,13.9,109.3,-6.99,-6.6,109.3,108.7,-7.4,0.278,0.529,SAC,MEM,2017-12-31 0:00,2018,0
0.45,0.366,0.763,34.9,10.5,46.9,23.2,4.7,15.3,109.1,7.78,7.29,109.1,106.4,7.9,0.377,0.575,TOR,MIL,2018-01-01 0:00,2018,1
0.47,0.345,0.772,32.7,10.5,45.7,25.7,5.0,15.3,106.5,2.23,2.35,106.5,108.0,2.3,0.261,0.566,MIN,LAL,2018-01-01 0:00,2018,1
0.452,0.36,0.794,35.3,8.4,42.9,20.1,5.3,15.7,106.3,-7.04,-6.84,106.3,109.5,-7.1,0.35,0.529,CHI,POR,2018-01-01 0:00,2018,0
0.452,0.334,0.759,34.9,10.2,43.9,23.8,5.0,15.2,103.5,-3.74,-3.67,103.5,112.8,-3.7,0.411,0.551,BKN,ORL,2018-01-01 0:00,2018,1
0.446,0.36,0.772,33.0,9.6,44.9,24.1,4.3,13.6,106.8,-6.99,-6.6,106.8,106.3,-7.4,0.278,0.529,SAC,CHA,2018-01-02 0:00,2018,0
0.472,0.375,0.747,34.4,9.9,42.9,24.8,6.2,15.6,103.7,-3.56,-3.53,103.7,111.1,-3.6,0.266,0.544,NYK,SAS,2018-01-02 0:00,2018,0
0.45,0.356,0.743,34.1,9.7,44.6,22.6,4.4,14.1,106.9,0.04,0.15,106.9,110.6,0.1,0.314,0.564,LAC,MEM,2018-01-02 0:00,2018,1
0.453,0.369,0.804,33.7,10.0,43.9,21.9,5.2,16.4,109.5,-9.37,-8.8,109.5,108.1,-9.3,0.32,0.532,PHX,ATL,2018-01-02 0:00,2018,1
0.444,0.391,0.755,34.3,8.4,43.6,22.7,5.1,15.8,113.6,0.94,0.59,113.6,107.6,1.0,0.379,0.584,CLE,POR,2018-01-02 0:00,2018,1
0.471,0.355,0.741,35.6,9.7,45.0,22.6,4.6,14.0,103.8,4.3,4.47,103.8,110.9,4.5,0.357,0.564,UTA,NOP,2018-01-03 0:00,2018,0
0.441,0.362,0.787,32.4,8.5,43.5,23.7,4.8,15.3,109.6,-0.3,-0.45,109.6,108.3,-0.3,0.297,0.571,MIL,IND,2018-01-03 0:00,2018,1
0.435,0.357,0.785,35.3,10.7,43.4,23.6,3.6,14.0,113.4,0.48,0.15,113.4,111.1,0.5,0.358,0.551,MIA,DET,2018-01-03 0:00,2018,1
0.478,0.354,0.772,33.4,10.3,44.4,24.0,5.6,12.9,110.3,-4.82,-4.92,110.3,110.2,-4.9,0.342,0.545,ORL,HOU,2018-01-03 0:00,2018,0
0.45,0.36,0.745,34.9,8.4,42.9,21.8,4.6,14.6,106.3,-3.74,-3.67,106.3,109.5,-3.7,0.411,0.551,BKN,MIN,2018-01-03 0:00,2018,1
0.45,0.354,0.786,35.2,12.8,46.2,23.2,4.7,12.8,110.7,-1.55,-1.44,110.7,107.2,-1.5,0.329,0.548,LAL,OKC,2018-01-03 0:00,2018,0
0.476,0.345,0.716,36.3,10.5,45.7,23.8,3.9,14.5,106.5,3.59,3.23,106.5,108.0,3.7,0.357,0.552,BOS,CLE,2018-01-03 0:00,2018,1
0.46,0.358,0.759,33.9,9.9,44.8,22.0,4.9,15.6,113.8,0.59,0.53,113.8,105.9,0.6,0.31,0.56,WAS,NYK,2018-01-03 0:00,2018,1
0.452,0.355,0.779,34.4,8.7,41.1,20.1,5.3,13.9,109.8,-3.04,-2.7,109.8,110.1,-3.2,0.382,0.544,DAL,GSW,2018-01-03 0:00,2018,0
0.45,0.357,0.752,34.3,10.7,43.4,23.5,4.0,13.8,113.4,1.48,1.57,113.4,111.1,1.5,0.357,0.57,DEN,PHX,2018-01-03 0:00,2018,1
0.47,0.391,0.743,35.3,8.4,43.6,25.7,5.0,15.7,113.6,-7.04,-6.84,113.6,107.6,-7.1,0.35,0.529,CHI,TOR,2018-01-03 0:00,2018,0
0.462,0.369,0.772,36.4,10.2,46.0,23.3,5.3,14.6,109.4,4.5,4.3,109.4,109.1,4.5,0.344,0.568,PHI,SAS,2018-01-03 0:00,2018,1
0.444,0.356,0.779,35.2,9.7,44.6,22.7,5.1,14.1,106.9,8.48,8.21,106.9,110.6,8.6,0.502,0.59,HOU,GSW,2018-01-04 0:00,2018,0
0.441,0.362,0.771,34.1,9.2,44.4,23.7,4.8,14.9,114.7,0.04,0.15,114.7,106.1,0.1,0.314,0.564,LAC,OKC,2018-01-04 0:00,2018,0
0.472,0.352,0.767,32.6,10.7,45.1,24.8,6.2,15.3,107.1,-6.21,-5.81,107.1,110.7,-6.5,0.317,0.539,MEM,WAS,2018-01-05 0:00,2018,0
0.461,0.371,0.8,36.3,11.2,45.5,23.4,4.7,15.8,112.5,3.59,3.23,112.5,111.0,3.7,0.357,0.552,BOS,MIN,2018-01-05 0:00,2018,1
0.46,0.375,0.757,34.4,10.3,44.2,22.0,4.9,12.8,109.3,-3.04,-2.7,109.3,108.7,-3.2,0.382,0.544,DAL,CHI,2018-01-05 0:00,2018,0
0.472,0.352,0.785,36.4,10.0,42.6,27.0,5.1,14.3,104.5,2.6,2.6,104.5,111.0,2.7,0.324,0.549,POR,ATL,2018-01-05 0:00,2018,1
0.446,0.369,0.794,35.2,10.0,43.9,24.1,4.3,12.8,109.5,-1.55,-1.44,109.5,108.1,-1.5,0.329,0.548,LAL,CHA,2018-01-05 0:00,2018,0
0.452,0.375,0.735,32.4,9.9,42.9,20.1,5.3,15.6,103.7,-0.3,-0.45,103.7,111.1,-0.3,0.297,0.571,MIL,TOR,2018-01-05 0:00,2018,0
0.462,0.345,0.716,36.4,10.5,45.7,23.3,5.3,15.5,106.5,4.5,4.3,106.5,108.0,4.5,0.344,0.568,PHI,DET,2018-01-05 0:00,2018,1
0.476,0.358,0.786,35.6,9.9,44.8,23.8,3.9,14.8,113.8,2.89,2.89,113.8,105.9,3.1,0.282,0.543,SAS,PHX,2018-01-05 0:00,2018,1
0.476,0.369,0.743,35.3,10.9,47.3,23.5,4.4,13.8,109.5,0.48,0.15,109.5,105.0,0.5,0.358,0.551,MIA,NYK,2018-01-05 0:00,2018,1
0.483,0.375,0.772,34.3,10.3,44.2,26.3,5.8,14.4,109.3,1.48,1.57,109.3,108.7,1.5,0.357,0.57,DEN,UTA,2018-01-05 0:00,2018,1
0.45,0.355,0.759,32.7,8.7,41.1,21.8,4.6,12.8,109.8,2.23,2.35,109.8,110.1,2.3,0.261,0.566,MIN,NOP,2018-01-06 0:00,2018,1
0.45,0.36,0.783,33.0,9.2,42.6,23.2,4.7,14.9,105.0,-6.99,-6.6,105.0,110.6,-7.4,0.278,0.529,SAC,DEN,2018-01-06 0:00,2018,1
0.461,0.369,0.747,34.1,10.2,46.0,23.4,4.7,12.8,109.4,0.04,0.15,109.4,109.1,0.1,0.314,0.564,LAC,GSW,2018-01-06 0:00,2018,0
0.45,0.371,0.771,34.0,11.2,45.5,23.5,4.0,15.7,112.5,1.38,1.18,112.5,111.0,1.4,0.284,0.557,IND,CHI,2018-01-06 0:00,2018,1
0.457,0.357,0.779,33.4,10.7,43.4,23.9,5.9,16.4,113.4,-4.82,-4.92,113.4,111.1,-4.9,0.342,0.545,ORL,CLE,2018-01-06 0:00,2018,0
0.444,0.362,0.781,34.9,8.5,43.5,22.7,5.1,13.9,109.6,-3.74,-3.67,109.6,108.3,-3.7,0.411,0.551,BKN,BOS,2018-01-06 0:00,2018,0
